study_programme_name,hogeschool,study_programme_type,study_programme_location,study_programme_language,study_programme_length,text
biomedische technologie,Hogeschool van Amsterdam,B,Amsterdam,Nederlands,4 jaar,technoloog vwo-profielen gezondheidsproduct kwaliteitseisen gezondheidsvraagstuk gezondheidsvraagstuk technoloog wo-master sprake
built environment,Hogeschool van Amsterdam,B,Amsterdam,Nederlands,4 jaar,inrichten wijken ontwerptechnieken Cultuur Maatschappij-profiel gelden opzet Stedenbouw afstudeerrichtingen doorstroomminor afstudeerrichtingen Academie TU hbo-bachelor wo-master sprake
applied artificial intelligence,Hogeschool van Amsterdam,M,Amsterdam,Nederlands,1 jaar,AI-oplossingen gamechanger oogpunt Applied Applied doorstroommaster inschrijvingsproces algebra calculus interview Applied AI-oplossingen consequenties snelheid Applied beeldverwerking taalverwerking AI-model taalmodellen opdrachtcasus AI-model AI-oplossing Applied AI-labs praktijkonderzoek Market
urban technology,Hogeschool van Amsterdam,M,Amsterdam,Nederlands,1 jaar,schaarste lucht hbo-bachelor diplomawaardeerders taalvaardigheidsniveau hbo-opleidingen Toegepaste onderwijsblokken onderwijsblokken Urban passen lezingen state-of-the-art kennismaking veldopdracht reflectie evaluatie Urban integratie wijklogistiek punt verdediging
digital design,Hogeschool van Amsterdam,M,Amsterdam,Engels,1 jaar,Design-traject Science-programma ontwerpprofessional track werelds ontwerpbenadering praktijken ontwerpervaring kandidaten component workflow ontwerpwereld minimum designportfolio schoolsetting sollicitaties kandidaten bubbels leertrajecten studieplan beoordelingen onderzoeksgroepen ontwerpbureaus begeleiden waarden stemmen werkwijze verwachtingen betrekking studieplan teamprojecten ontwerpbureaus evaluaties teamproject masterclasses ontwerpbureaus Eindbeoordelingen tentoonstelling evenement diner
digital driven business,Hogeschool van Amsterdam,M,Amsterdam,Engels,1 jaar,matchmaker bedrijfsexpertise evidence-based besluitvorming affiniteit taalvaardigheid Ondernemerschap affiniteit Bedrijfskunde/Economie Ondernemerschap niet-marketeers vervolgmasteropleiding doorstroommaster voorkeur begrip testresultaat kandidaten taalvaardigheid testscorerapporten basisbegrip komen datavertaler besluitvorming fintech basiscursussen Emerging masterproject state-of-the-art digitaal middelen
cybersecurity,Hogeschool van Amsterdam,AD,Amsterdam,Nederlands,2 jaar,cyberaanval beveiliging computersystemen kwetsbaarheden hbo-bachelor Associate mbo4- studiekeuzecheck opdoen cybersecurityprofessional programmeervaardigheden boosteractiviteiten presentaties betrekking Monitoring Hacking doorstroomprogramma doorstroomprogramma omvang duur doorstroomprogramma
smart media production,Hogeschool van Amsterdam,AD,Amsterdam,Nederlands,2 jaar,aanbiedingen sportmerk vakantiebestemming trailers serie content content Associate mbo'ers havisten ers toelatingsmogelijkheden studievertraging afrondingsadvies content vermarkten content Hacking beroepstaken leerresultaat muzieklabel event keuzeruimte Ad-opleiding doorstroomprogramma omvang duur doorstroomprogramma bacheloropleidingen doorstroomblok
software development,Hogeschool van Amsterdam,AD,Amsterdam,Nederlands,2 jaar,webapplicaties Associate mbo4- studiekeuzecheck webapplicatie docententeam Javascript/Typescript methode Jouw keuzemodule doorstroomprogramma hbo-ict Ad-opleiding doorstroomprogramma HvA-opleiding instroom
frontend design & development,Hogeschool van Amsterdam,AD,Amsterdam,Nederlands,2 jaar,gebruiksvriendelijker webapplicaties hbo-diploma code informatiearchitectuur server gevoel control netwerkverbinding workflow tooling studieonderdelen vervolgopleiding hbo-bachelor
biologie en medisch laboratoriumonderzoek,Avans Hogeschool,B,Breda,Nederlands,4 jaar,onderzoeksresultaten BML-opleiding BML lesweken geheel projectwerk beroepenveld oncologie infectieziekten biotechnologie verkort duo's microbiologie histologie biochemie stukje BML-opleiding structuur complexer bio-informatica onderzoeksprojecten vrijekeuzemodules BML-studie feite geheel masterstudies Wetenschappen certificate
bouwkunde,Avans Hogeschool,B,"Den Bosch, Tilburg",Nederlands,4 jaar,energieverbruik bebouwing gebouwontwerpen bouwmethodieken biobased sloop demontage hergebruik ontwikkelaars ontwerpers adviseurs eindgebruikers materiaalgebruik bouwkunde coaching stagekeuze ambities opties proeve bekwaamheid Academie constructeursopleiding
bouwtechnische bedrijfskunde,Avans Hogeschool,B,Tilburg,Nederlands,4 jaar,klei verantwoordelijkheidsgevoel budgetten motto klei keren bouwtechniek bouwkunde circulariteit groepswerk vervolgopleiding
chemie,Avans Hogeschool,B,"Breda, Den Bosch",Nederlands,4 jaar,kunststoffen levensmiddelen meten Proeven sporen secuur Herken chemicus polymeerontwikkeling onderzoeksprojecten vrijekeuzeruimte invulling atelier interessegebied invulling atelier masterdiploma chemiestudies
chemische technologie,Avans Hogeschool,B,Breda,Nederlands,4 jaar,principes procesindustrie Herken projectwerk technoloog formules stofoverdracht scheidingsprocessen rekenmodellen keuzemodule bedrijfsstage Procesautomatisering Watertechnologie Chemical
civiele techniek,Avans Hogeschool,B,"Den Bosch, Tilburg",Nederlands,4 jaar,tunnels stations dijken bewondering detail geheel aanleg uitvoeringsplan klimaatadaptatie stammodules vrijekeuzemodules pad bouwfasen projectopdrachten voetgangersbrug hbo-opleidingen bereikbaarheidsprobleem wateroverlast hittestress ingenieursbureau fases werktuigbouwkundestudenten milieukundestudenten medestudent mastertitel TU TU masterstudie TU masterstudie constructeursopleiding brancheverenigingen
communication and multimedia design,Avans Hogeschool,B,"Breda, Den Bosch",Nederlands,4 jaar,hbo-ontwerpopleiding experimenteren duizendpoot fascinatie mediavormgeving affiniteit techneut detail vakinhoud draad studententelefoon Annelie studententelefoon multimedia-opleiding Storytelling CMD-studie mobiel game animatie geluid multimedia-opleiding eindpresentatie lesblokken proef bekwaamheid CMD-opleiding visie afloop
elektrotechniek,Avans Hogeschool,B,"Breda, Den Bosch",Nederlands,4 jaar,smartwatch zonnepanelen Ontdek superbatterijen vliegtuigen Internet datacommunicatie besturingen microcontrollers datacommunicatie energiemanagement AC- DC-netwerken procestechniek vervolgstudie
informatica,Avans Hogeschool,B,"Breda, Den Bosch",Nederlands,4 jaar,ICT-advies IT-oplossingen IT-opleiding structureren redeneren ICT'ers Herken toepassingsmogelijkheden ICT-vakgebied AI-systeem webapplicaties keuzemodule specialisatierichtingen keuzemodule beroepsprofessional startbekwame profilering uitstroomprofiel hbo-instelling doorstroomminor
mechatronica,Avans Hogeschool,B,Breda,Nederlands,4 jaar,productiemachines nieuwsgierigheid themablokken practicumlessen verband vervolg toekomstbeeld collegejaar delen differentiatie automatisering/robotisering productdesign collegejaar delen vervolgopleiding hbo-instelling
mens en techniek,Avans Hogeschool,B,Breda,Nederlands,4 jaar,Gezondheidstechnologie welzijn bruist Herken Gezondheidstechnologie sectoren gezondheidstechnoloog Gezondheidstechnologie introweek praktijkvraagstuk wearables zorgoplossing patiënten zorgorganisaties zorgorganisaties patiëntbehoefte keuzemodule gezondheidstechnoloog keuzemodule Innoveren welzijn onderzoeksaanpak stageproject praktijkopdracht verslag gezondheidszorgtechnoloog Gezondheidstechnologie hbo-masters pre-masters beleid
ruimtelijke ontwikkeling,Avans Hogeschool,B,Tilburg,Nederlands,4 jaar,adviseren spin eindgebruiker investeerder stammodules stammodules persoon adviseren regisseren kennismakingsmodule Vastgoedbeheer projectontwikkelaar vastgoedbedrijf ontwerpbureau woningbouwcorporatie vastgoedbeheer gebiedsontwikkeling Bekwaamheid post-hbo Vereniging Projectontwikkeling Maatschappijen
technische bedrijfskunde,Avans Hogeschool,B,"Den Bosch, Tilburg",Nederlands,4 jaar,procesverbeteraar affiniteit puzzelaar Adviseren verbeteringen implementeren overbrengen leiding niveaus Herken kenmerken lijn klussen gastlessen bedrijfsexcursies lever leveranciers concurrentie datagedrevenheid verbeterproject studieloopbaan digitaliseren supply behoeften beslissingen keteninnovatie aanpassingen studieloopbaan vrijkeuzemodule bedrijfsprobleem Supply faculteit Wetenschappen
technische informatica,Avans Hogeschool,B,"Breda, Den Bosch",Nederlands,4 jaar,besturing softwareontwikkeling Herken kenmerken systeemontwikkeling besturing opdoen IT-vraagstuk aanpakken PDA's iPods televisie simulatie nabootsen omgevingen PDA's iPods televisie simulatie microcontrollers interfaces beeldbewerking internet visualisaties simulaties realiteit programmering microcontrollers interfaces beeldbewerking differentiatie afstudeerscriptie vervolgstudie
werktuigbouwkunde,Avans Hogeschool,B,"Breda, Den Bosch",Nederlands,4 jaar,buig werktuigbouwkundige gevoel kleinschaligheid koppeling leerweg productietechniek introweek lever berekeningen hijsinrichting theoriekennis designproces mentor rapportage stageopdracht aanbevelingen differentiatie differentiatie keuzemodule berekent gereedschappen hbo-bachelor TU masterstudie keuzemoduleperiode masterclass masterclass topopleiding
built environment,Avans Hogeschool,AD,Den Bosch,Nederlands,2 jaar,posities environment steentje bouwsector partijen Qua specialisatie/keuzemodule wijkontwerp praktijkopdracht fasen sterkteleer onderwijsperiode wilt karakter ontvang maatwerkprogramma maat
engineering,Avans Hogeschool,AD,Den Bosch,Nederlands,2 jaar,beleid ( studietijd bachelorstudent factor technici herontwerpen hergebruiken versnelling ers toeleveranciers aangenamer Ad-opleiding consument forever opzet onderwijsperiode productinnovatie ontwerptechnieken netwerktheorie ontwerptechnieken besturingstechniek aandrijvingen ontwerptechnieken zorginnovatie Meettechniek uitstroomrichtingen vaktechniek Keuzemodule Vervolg Constructieleer Meet- Keuzemodule maatwerkprogramma maat
informatica,Avans Hogeschool,AD,Den Bosch,Nederlands,2 jaar,softwareontwikkelaar object structuur ontwikkelproces cloud datasecurity ontwikkelmethodieken progammeertechnieken kracht software-ontwikkelteam Selectie havisten degrees studiekeuzescheck check intake ontvang mail hoofdlijnen ontwikkelproces programmeeropdracht ontwikkelproces tentamenweek agile-scrum docententeam Java-applicatie OOP-vorm thematiek Buurtactiviteit Java-applicatie OOP-vorm thematiek Android-applicatie OOP-vorm thematiek mobile/web-applicatie OOP-vorm thematiek encryptie Databasedriven softwareapplicatie OOP-vorm thematiek landbouw klimaatbeheersing domotica softwareproject internet sensor beslissingen software-ontwikkelproject deelproducten ICT-werkomgeving werkstage software-ontwikkelproces evalueren doorstroommogelijkheden
mechatronica,Avans Hogeschool,AD,Breda,Nederlands,2 jaar,mbo-plusser productiemachines besturingstechniek software-ontwerp systeemdynamica werkpraktijk best. begeleiders bedrijfsgegevens vakliteratuur adviseren studieonderdelen Validering contactpersoon werkervaringen deeltijdopleidingen inschrijft energieconsumptie -productie issues eeuw besturingssystemen informatietechnologieën materiaaleigenschappen krachtberekeningen 2D-tekeningen Modelvorming casus dynamica computersimulaties Opwekking belasting elektriciteitsvoorziening elektriciteit bronnen Productietechnologie productietechnieken machineonderdelen businesspartners afdelingsmanager businessunit businesspartners afdelingen besturingssystemen mechatronicus deskundige Avans+ werkenden getuigschrift masterniveau maatwerk
applied data science & artificial intelligence,Breda University of Applied Sciences,B,Breda,Engels,4 jaar,Applied AI-technologieën diagnoses behandelingen voedselproductie energienetwerken Applied methode tijdlang middelen dataspecialist AI-programmeur projectmanager/consultant advisering DataLab dataprojecten seminars DataLab Programming Translator DataLab DataLab toepassingsgebied uitwisseling afstudeerjaar beoordeling resultaat bedrijfsplan specialisten ondernemerschap uitwisseling partnerinstellingen combineren
tourism (joint degree),Breda University of Applied Sciences,B,Breda,Engels,4 jaar,toerisme toeristen welvaart bevolking toerisme omgevingswetenschappen welzijn toerisme mede-studenten vraagstukkenmet toerisme uitbreiding luchthaven toerisme natuurgebied veldwerk toegaat zelfstandigheid onderwijsbegeleiding loop studiegids details onderwijsvormen toetsing fenomeen toerisme webinars toerisme kader Toerisme theorieën biodiversiteit watergebruik toerisme structuren ontrafelen cultuur familie religie onderzoeksvakken onderzoeksplan beleid bestuur bestemmingsmanagement wetenschapsfilosofie toerisme invalshoeken toerisme bestemmingen bestemming ontwikkelingsvraagstukken milieuwetenschappen beleid bestaanszekerheid
built environment,Breda University of Applied Sciences,B,Breda,Nederlands,4 jaar,leefbaarheid dorpen mobiliteitsoplossingen communities modules/cases vervoerskeuzes opgave inleiding gedeelte literatuur Ordening tab specialisme completer eyeopener specialisme overheidsinstelling adviesbureau afdeling visie grenzen
creative media and game technologies,Breda University of Applied Sciences,B,Breda,Engels,4 jaar,Technologies game-opleiding top films studierichtingen Programming game-opleiding game-industrie game-technologie arts animatie audio simulatiestudio ontwikkelwensen character artist programmer designer
logistics engineering,Breda University of Applied Sciences,B,Breda,"Nederlands, Engels",4 jaar,levering smartphones bezoekersstromen vliegvelden evenementen Logistics ict data-toepassingen goederen diensten studiemethoden magazijn teamgenoten besluitvormingsvaardigheden Bedrijfsbezoeken Excel voldoende zorgen Excel getallen formules Excel cijfers databestanden stapsgewijs keuzevrijheid simulaties optimaliseren supply chains Supply chains simulatiesoftware supply onderzoeksprojecten Productielogistiek Distributielogistiek Warehousing bedrijfsmentor supply operaties afstudeerjaar Defensie materieel magazijnen bestellingen entreeproces aankomst ticketscan fouillering festival afstudeerscriptie bedrijfsbegeleider gesprekken hogeschoolbegeleider
game technology,Breda University of Applied Sciences,M,Breda,Engels,1 jaar,game-industrie technology projectvoorstel onderzoeksideeën projectleider voorbeeldmodel mentor projectvoorstel game-ontwikkeling programming animation production binding specialisten game-ontwikkeling onderzoekspraktijken gamestudio bacheloropleidingen bachelorstudenten bijkomstigheid deelnemers
hbo-ict,Christelijke Hogeschool Ede,B,Ede,Nederlands,4 jaar,voorraden beveiliging ICT-opleiding klantcontact overheden muziek vakantie smartphone ICT-professionals streepje verbinder gebruiksvriendelijkheid grenzen IT-oplossingen snijvlak nationaliteit uitstroomprofiel UX-designer ICT-consultant
informatica,Fontys,B,Venlo,"Nederlands, Engels, Duits",4 jaar,doorzetter makers ICT-oplossingen ICT'er adviseren projectvorm praktijkgericht Cultuur Fontys-opleiding Fontys-opleiding Fontys-opleiding computertoepassingen implementatie functionaliteiten fouten herbruikbaar puzzel hoogstandjes toepassingsdomeinen managers domeindeskundigen makers IT-oplossingen werelden gesprekspartner visualiseren datasets personen besluiten organisatieniveaus operationeel concurrenten robotisering gebruiksvoorwerpen ervaringen wenselijkheden kwetsbaarder inbraakpogingen ransomware aanvallen hackers beveiliging stadium ontwikkelproces persoon geld bank hacking kwaadwillenden beveiliging koffiezetapparaat wasmachine verlichting aansturing verdiepingsvakken Programming Programming partneruniversiteiten groepsvorm projectmanager verstand toepassingsgebieden doelgroepen informaticus keuzemogelijkheden
technische natuurkunde,Fontys,B,Eindhoven,Nederlands,4 jaar,smartphone textiel röntgenapparatuur begrijpen toepassen geluidsveiligheid vwo-profielen paniek maat opstelling talent draad natuurkundevakken licht geluid meten dataverwerking transportfysica bedrijfswereld match fotonica vastestoffysica free program meet
applied science,Fontys,B,Eindhoven,Nederlands,4 jaar,Applied vwo-profielen paniek biotechnologie chemicaliën micro-organismen pad eerstejaars waterstofproductie DNA-onderzoek recycling diagnostiek onderwijsinstelling beleidsmaker denkvermogen
automotive,Fontys,B,Eindhoven,Nederlands,4 jaar,brandstofverbruik autoraces razendsnel automotive grenzen onderzoeksprojecten Cultuur WIS WIS Fontys-opleiding Fontys-opleiding Fontys-opleiding Automotive-student techniekdomein automotive motordynamica voertuigdynamica draad automotive-kennis engineeringsvaardigheden samenhang creatief engineeringdomein automotive thermodynamica meet-en automotive-vakken motordynamica voertuigdynamica voertuigelektrotechniek materialenkennis constructions motormanagementsystemen ( s ) gezicht specialisatiesemester specialisatiesemester Brainport verslag afstudeerpresentatie bedrijfsbegeleider opstap automotive systeemdenker vakdisciplines vervoersconcepten interpreteren thermodynamica motordynamica voertuigdynamica voertuigelektrotechniek materialenkennis motormanagementsystemen studietijd hbo-master mastertitel praktijkgericht voordeel www.fontys.nl/pro
elektrotechniek,Fontys,B,Eindhoven,"Nederlands, Engels",4 jaar,lever ontwerpteam lever vlakken sport muziek telecommunicatie verkeersveiligheid Cultuur Cultuur Mbo Fontys-opleiding Fontys-opleiding Fontys-opleiding schakeling printplaten projectwerk patiënt monitor analoog EXPO-projecten meerwaarde grootte cultuur gezicht teamgenoten specialisatiesemester Brainport afstudeerder rapport opstap facetten ziekenhuiszorg smartphones Bedrijfsopdrachten
werktuigbouwkunde,Fontys,B,"Eindhoven, Venlo","Nederlands, Engels",4 jaar,werktuigbouwkundige veiliger gebruiksvriendelijker Cultuur WIS WIS startniveau Opfriscursus Opfriscursus Niet-verwante Fontys-opleiding engineering-opleidingen terrein proef propedeuseperiode practicumruimten klaslokalen procestechnologie projectvorm aandrijfmogelijkheden lijn grenzen gezicht engineeringminors Precisie constructieprincipes vrijheidsgraden stijfheid wrijving procestechniek overdracht warmte warmtewisselaars projectvorm klimaatsystemen energiebesparingen patenten businessplan specialisatiesemester Brainport afstudeerjaar Precision interface manufacturing werktuigbouwkundige hightech installatietechniek milieu-industrie achtbanen spil projectteam techneuten procestechnologie professionaliseringsvakken
toegepaste wiskunde,Fontys,B,Eindhoven,"Nederlands, Engels",4 jaar,puzzelen teamspeler Cultuur WIS WIS WIS startniveau Opfriscursus Opfriscursus twijfel Fontys-opleiding Fontys-opleiding Fontys-opleiding Professionalisering passen afstudeerrichtingen kansrekening óók patronen voorspellingen conclusies signalen modelvorming differentiaalvergelijkingen leerlijn Professionalisering leerlijn communiceren beroepsethiek solliciteren leerlijn onderwijsinstelling betrekking verslag afstudeerpresentatie bedrijfsbegeleider opstap materie materie MATLAB Excel calculus algebra kansrekening optimalisatie afstudeerrichtingen lerarenopleiding top
hbo-ict,Fontys,B,"Eindhoven, Tilburg",Nederlands,4 jaar,ChatGPT gegevensbescherming paniek leerroute studieomgeving ICT-vakgebied Infrastructure onderzoeksprojecten partnerbedrijven schakeltraject vervolgopleiding afstudeerportfolio ondernemer Start-up partnerbedrijven coding code code stakeholders ChatGPT dataprotectie geheimen masterdiploma Applied
industrieel product ontwerpen,Fontys,B,Venlo,Nederlands,4 jaar,Nadenken kleur concept ergonomie materiaalkeuze gebruiksgemak Cultuur wiA wiB wiA wiB Fontys-opleiding Fontys-opleiding Fontys-opleiding voordeel laser studievertraging leerlijn partneruniversiteiten themakeuze Precision interface manufacturing afstudeerstage/onderzoek gebruiksvoorwerpen tekortkomingen werkvelden kleurenleer
logistics engineering,Fontys,B,Venlo,"Nederlands, Engels",4 jaar,topregio semestersysteem baankansen Cultuur wiA wiB Cultuur wiA wiB Mbo Fontys-opleiding Fontys-opleiding Fontys-opleiding Logistics ontwerpkant ICT-systemen goederenstroom leverancier production simulation minorstudie aspect logisticus Ondernemerschap beroepscompetenties beroepshouding based relaties inter stageplaats sterktes distribution warehousing partneruniversiteiten
mechatronica,Fontys,B,"Eindhoven, Venlo",Nederlands,4 jaar,aanpakken lijf werkgelegenheid zorgsector agrosector revolutie besturingstechnieken studietijd vakdeskundigheid Cultuur WIS WIS startniveau Bijscholing Niet-verwante Opfriscursus Fontys-opleiding focust hightech terrein maakindustrie studievertraging switchen statica fundamentals c-programmeren engineeringvaardigheden lijn grenzen draai automation specialisatiesemester Brainport totaal things samenstellingen denker doener gebruiksvriendelijker wasstraat productierobot rolstoel robotarm engineers fontys.nl/mdte top
mens en techniek,Fontys,B,Eindhoven,Nederlands,4 jaar,hoofd hulpmiddelen bewegingsbeperking hulpmiddelen beperking beenprothese ongeluk maatwerkschoenen vergroeiing schoenen ortheses braces bandages rolstoelen hulpmiddelen cliënt gespreksvaardigheden biomechanica Techniek-opleiding Cultuur natuurprofielen natuurprofielen Fontys-opleiding pagina opleidingstraject verkort getuigschrift hbo-bachelordiploma Bewegingstechnologie Verpleegkunde schoentechnologie beroepsuitdaging schoentechnoloog casussen cliënt reis cliënt cliënt arts zorgvraag spieren cliënt hulpmiddelen scannen gipsen casten hulpmiddel wetenschap cliënt zorgvraag hulpmiddel aanvragen evalueren cliënt schoentechnologie aandoeningen hulpmiddelen casussen complexer beroepsvraagstuk schoen leverancier schoen hulpmiddelen research buitenlandstage tintje profileringsminor zorgprofessional profileringsminoren Analysis blikken zorgvernieuwing afstudeerfase uitziet protheses orthesen schoentechnologie designtechnieken cliënten schoentechnologie mobiliteitshulpmiddelen gesprekken beroepsuitdagingen cliënten invulling TUDelft Rijksuniversiteit Gezondheidswetenschappen zorgprofessionals
technische bedrijfskunde,Fontys,B,"Eindhoven, Tilburg",Nederlands,4 jaar,ASML salaris paniek verbeteradvies bedrijfsproces inkoop leveranciers verbeteringen productiebedrijf propedeusejaar bedrijfsproces inkoop leveranciers verbeteringen productiebedrijf studiepad profilering productieteam verbeteradvies onderzoeksgroepen accu afstudeerresultaat manager gesprekken adviezen Supply
digital technology engineering,Fontys,M,Eindhoven,Engels,2 jaar,transformatie Applied productintegratie bedrijfsontwikkeling overziet draag transformatie taalkwalificatie score totaal minimum element score minimumscores EU-studenten diplomalijst Gedragscode testrapport ontvangst controle aanmeldingsformulier inschrijvingsbrief/afwijzingsbrief details uitleg benadering Design-Based leerlijn leerlijn afstudeerfase integratie reflectie toetsing kaders onderwijsaanbod technologies basic processing Understanding perspectives Practice-based research Practice-based research working choices technologies proposition Practice-based research Collecting analyzing working thinking technologies analysis state-of-the-art Practice-based research Communicating working Human-centered afstudeerfase vooronderzoek vooronderzoek integratie reflectie technologies devices sensors Developing Practice-based research Visualizing working Human-centered systeemengineering transformatie faciliteren reflectie ontwerpgericht stadia technologieoplossing technology transformatie
applied it,Fontys,M,Eindhoven,Engels,1 jaar,Applied beheersing Applied IT-vaardigheden other incorporating documenting paper second graduation assignment allowing deeply into interest period regularly other inspiration stem aspiraties
system design,Fontys,M,Eindhoven,Engels,2 jaar,systeemontwerp interacties interfaces ambitieus raakvlakken systeemontwerp ontwerpprincipes dynamica modellering simulatie sensortechnologie haalbaar taalkwalificatie Gedragscode score score scores environment other evolving address interactions between top societal global changes characteristics others utilizing developing companies process safe environment beheren Ontwerpprincipes voorspelbaarheid reproduceerbaarheid processnelheden structuur krachten verstoringen dilemma's nauwkeurigheid snelheid beeldverwerking Modellering Simulatie modelleringstechnieken precisie simulatieresultaten Meetsystemen actuatoren meetsysteem precisie sensorgegevens verwerking nauwkeurigheid meetgegevens vermogen prestaties Innovatietechniek innovatieperceptie patentontwikkeling onderzoeksmethoden structuur stabiliteit prestaties krachten schrijf masterscriptie systeemontwerper Projectvaardigheden system productinnovatie businessplan roadmapping besluitvorming projectcommunicatie T-shaped professionaliseringsvaardigheden leiderschap risicomanagement innovatieontwikkeling essentie nichespecialist generalist mensenkennis toezicht interacties interfaces systeemarchitectuur systeemengineering besturing dynamica modellering
ad-ict,Fontys,AD,"Eindhoven, Tilburg",Nederlands,2 jaar,ICT-opleiding ICT-functie paniek ICT-vakgebied voorkeuren studieomgeving Infrastructure taken afstudeerzitting ICT-vakgebied low-code aspect animaties masterdiploma Applied
technische bedrijfskunde,Fontys,AD,Eindhoven,Nederlands,2 jaar,verbind verbeter afdelingen praktijkdopdrachten Verkennen bedrijfsomgeving personeelsmanagement praktijkopdracht medestudent leeruitkomst bedrijfsproces communiceren kijk inleveren
engineering,Fontys,AD,Eindhoven,Nederlands,2 jaar,high tech start-up multinational engineers hightech aanraking sectoren Cultuur Fontys-opleiding praktijkopdracht handicap eindgebruiker eindgebruiker verleden Sammie onderarm ontwikkelden prothese Sammie spierziekte werphengel groepje duo company bedrijfsprobleem jouw challenge werkelijkheid stakeholders sleutel tweetallen fysiotherapeuten patiënten herstel meeloopstage behoeftes sectoren teamleden engineeringssystemen interface service
elektrotechniek,Fontys,AD,Eindhoven,Nederlands,2 jaar,promotie Mét hbo-bacheloropleiding Ad streepje binding Cultuur Fontys-opleiding modelvorming simulatie engineeringproject probleemstelling eindopdracht doorstromen communicatielessen eindopdracht voorkeur engineerings
werktuigbouwkunde,Fontys,AD,Eindhoven,Nederlands,2 jaar,promotie Mét hbo-bacheloropleiding Ad streepje Brainport binding Cultuur Fontys-opleiding beroepstaken coaching uitstroomprofielen Construction doorrekenen eindopdracht werktuigbouwkundige praktijklessen vakdocenten eindopdracht voorkeur engineerings
applied data science & artificial intelligence,De Haagse Hogeschool,B,"Den Haag, Zoetermeer",Nederlands,4 jaar,ChatGPT antwoord muziek berichten algoritmes algoritme Applied behandelingen winkeldiefstal datascientist helpen hoeveelheden bestudeer filmpjes oefeningen artikelen DataLab fouten showtime aankunt pallet artificial intelligence energieverbruik speler topclub selectie schending burgers dilemma visualisatie opzet DataLab zelfstandiger onderwijstijd DataLab set onderzoeksmethoden projectmanagement toetsing kleur DataLab glastuinbouw voorkeur inrichten minorprogramma afstudeertraject dataproject overstap voorbereidingsminor schakeljaar
