study_programme_name,hogeschool,study_programme_type,study_programme_location,study_programme_language,study_programme_length,text
werktuigbouwkunde,De Haagse Hogeschool,B,Delft,Nederlands,4 jaar,"roereitje mixer. vlug fiets. draaideuren lift â€¦ weten, ontelbare keren werktuigbouwkundige. elkaar? onderhouden, aandrijftechnieken, regeltechnieken verbindingsprincipes. o ja, banen. 3D-modelleren, energieleer termen warm wordt? trekt Zuid-Afrika, Nicaragua China contacten. Vooropleiding: profiel: Havo: C&M B Natuur, Ontwerpen); E&M B Natuur, Ontwerpen); N&G B Natuur, Ontwerpen); N&T; Vwo: C&M B Natuur, Ontwerpen); E&M B Natuur, Ontwerpen); N&G B Natuur, Ontwerpen); N&T; Mbo: werkvormen afwisselend. (maximaal studenten) gezet energiebronnen, draadloze sensoren. (maximaal studenten) sterkte materiaalsoorten spoorbrug. (ongeveer studenten) voorgeschoteld. adviseer energie-installaties. windmolen duizenden tonnen zee? hoorcollege. collegezaal klassen luister materiaaltechnologie â€¦ boeken, uitproberen. vakwerk kraan gebouwd? werkplaats. of-ie belasting aankan, had berekend. waterpomp zonne-energie. trouwens alleen, projectgroepen. rapportage-, vergader- presentatietechnieken. onbelangrijk! ideeÃ«n overbrengen werkgever, collega in! nÃ©t real deal. oriÃ«nteren, conditioneren. museum schilderijen Nachtwacht, koeling, verwarming luchtvochtigheid zon vangt ramen er? telt berekening. productieband slasaus koekjes. materiaaltechnologie. doet, opgedaan. 11 stageadressen vlakbij, zeker. natuurlijk: onderling verschillen. merk prettigst voelt. Bevalt Westland bijvoorbeeld, best? onderneming multinational Shell, Philips, DAF Unilever? klas, keuzemodulen. onderhoud? Chinees leren? 17 DAF, testapparatuur uitstoot motoren meet. verwerk scriptie, verdedigt tegenover bedenk: offshorebedrijf Houston. verhuurt boren olie. inventarisatie bijhoudt. Haagse MSc-titel Next erna, honours gemiddeld 7,5 Haagse TU Delft. TU Delft, vestiging Delft Haagse desgewenst"
technische bedrijfskunde,De Haagse Hogeschool,AD,Delft,Nederlands,2 jaar,"Bedrijfskunde, 'm had mÃ©Ã©r. stijl. tÃ³ch Doorgroeien zitten. halen, ook? â€˜Ja, kan!â€™ Haagse zÃ³ â€¦ had â€˜m bedenken!â€‹ Ad-opleiding privÃ© afgestemd. overhoudt leven, Ad-diploma haalt.â€‹ carriÃ¨re.â€‹ Ad Haagse doet, Doordat samenstelt ontzettend vrijheid. begeleid, stem wÃ©l getoetst, zÃ³nder maken.â€‹ Ad wensen. nÃ©t werkprocessen 3D-printing ... procesoptimalisatie managementvaardigheden. verantwoordelijkheid, Ã©n carriÃ¨re samengesteld doelen, geaccrediteerd C&M B); E&M; N&G; N&T; C&M B); E&M; N&G; N&T; Leerarrangement: procesverbetering procesoptimalisatie verbeterpunten. verkorten doorlooptijden, verminderen verbeterpunten leerarrangement engineeringscyclus (Conceive, Implement, Operate). Onderwijsactiviteiten: Procesanalyse; FinanciÃ«n; Presenteren; Leerarrangement: productinnovatie productinnovatie. sensor, toestel inspeelt verduurzaming vergrijzing. engineeringscyclus (Conceive, Implement, Operate). Onderwijsactiviteiten: Pitchen; Omgevingsanalyse; Productontwerp; Leerarrangement: duurzaamheidsvraagstuk verbetervoorstellen. verminderen afval, besparen reduceren uitstoot ondernemen. engineeringscyclus (Conceive, Implement, Operate). Onderwijsactiviteiten: Duurzaamheid; Ketenanalyse; Adviesvaardigheden; Veranderkunde. Leerarrangement: flexibel leerarrangement arrangement, procesverbetering Uitgangspunt voorraadbeheersing, borgen marktverkenning onnodige kosten. engineeringscyclus (Conceive, Implement, Operate). Onderwijsactiviteiten: Managementvaardigheden; Intervisie. Ad-diploma"
bio-informatica,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,"geÃ¯nteresseerd Ã©n informatica? brengen? Bio-informatica! programma's, verwerk ziekteresistentie gewassen. moedigen UMCG, FrieslandCampina, CropX (gericht landbouw), Bioclear Earth klimaat). regio, Nederland Bio-informatica: bio-informaticus, basisbeginselen cel genetische oorzaken zelfgeschreven computerprogramma. opgedaan. immunologie, next-generation sequencing doende bio-informaticus. Halverwege Bio-informatica, Voeding Gezondheid. Hanzehogeschool. eindverslag. Hanzehogeschool, Sciences, Sciences, Hanzehogeschool Groningen Bio-informatica, Amsterdam/Vrije Wageningen"
technische bedrijfskunde,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,"doordachte analyses? efficiÃ«nter Ã©n bedrijfskunde. werelden. verwachten: fantastische carriÃ¨re, Superleuke sfeer. managen, werknemers scherpe adviezen directie productie. ondernemer, efficiÃ«nter HanzePro.nl, opleidingen, (werkende) Hanzehogeschool? Fantastische carriÃ¨rekansen: verbindt werelden. bedrijfskundigen gewild. goedbetaalde keuzemogelijkheden: major Airline Pilot piloot sfeer: klein, hecht docententeam, ronduit onderling. veranderaar ondernemer. plaatsvindt. verbetervoorstel Ã©Ã©n onderneming productidee produceert verkoopt. Ã©Ã©n bepalend inrichting verbeterd informatie-infrastructuur speerpunten 4.0 Ondernemerschap. Ã©Ã©n veranderprocessen uitgangspunt verbetertraject realiseer Hanzehogeschool, manager, ondernemer. afstudeerperiode verbeterplan ondernemers spÃ© start-up. Hanzehogeschool, European Sustainable Energy Rijksuniversiteit Groningen. European Sustainable Energy Hanzehogeschool Energy Society, Hanzehogeschool."
industrieel product ontwerpen,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,"Ã©n bezig? knutselen bieden: Kleinschalig samen, Keuzevrijheid, Duurzaam. (IPO) 'Knowledge Skills' waarover productietechnieken). objecten 'Projecten' ontwerpopgaven Philips, Animo, Keunsto Spinder. experimenteren, ontwerpvaardigheden. begrijpt verloopt, productie-klaar voortdurend investeert 'Designers Identity' brainstormen zelfsturing. signatuur (stijl) karaktereigenschappen, Hanzehogeschool? Impact: verbind gebruiksgemak productontwerp. betekenisvolle creÃ«ren. Kleinschalig samen: ontwerpstudio's Doordat doorbrengt, docententeam, Keuzevrijheid: kwijt Designer's Passion 'signatuur': voor? Duurzaam: innoveert, innoveert circulariteit Projectontwerper erbij hoort. weekopdracht onderwijseenheid maandagochtend vrijdag ouderejaars onderwijsactiviteiten. instructies, coaching. ontwerpen! breidt ontwerpervaring ontwerpproces. ontwerpuitdagingen (opleidingen). Hanzehogeschool, (internationaal) ontwerpopgave. (inter)nationaal ontwerpproces, realisatie, Hanzehogeschool. Rijksuniversiteit Groningen. Industrial TU Eindhoven Energy Society, Hanzehogeschool Rijksuniversiteit Groningen."
biologie en medisch laboratoriumonderzoek,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,"geÃ¯nteresseerd plant dier? onderzoeken? leefbare ziekmakende bacteriÃ«n virussen opsporen uitschakelen? Laboratoriumonderzoek! (majors) Diagnostiek. pagina major Research. weefsels. lichaam, dieren. Ã©Ã©n aspect interesseert terecht, ziekenhuizen startups ziektes ontstaan, DNA isoleren bacterie manipuleren nuttige bouwstenen plastics achterliggende theorievakken basiskennis, onbeantwoorde bacteriÃ«n aanpast gas donororganen exotische plantensoorten identificeren genezende bevatten. Gaandeweg milieu. Hanzehogeschool? celbiologie erfelijkheid, biologisch belangrijk, Ã©Ã©n oefent. modelorganisme organisme kweken, isoleert DNA micro-organismen, planten, kankeronderzoek immunologische afweer (immunologie), (celbiologie) biochemische (biochemie). Ã©Ã©n experimenten. uitvoeren, onderzoekslaboratoria, Engels. Scientific Writing English Ã©Ã©n Medical Biology, Bio-informatics Food Ingredients Health. Nederland BML Hanzehogeschool, Voeding, BML Voeding, Hanzehogeschool Biomolecular Sciences, Rijksuniversiteit Groningen Medical Pharmaceutical Sciences, Rijksuniversiteit Groningen Biomedical Sciences, Rijksuniversiteit Groningen Sciences, Hanzehogeschool Groningen."
hbo-ict,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,"â€‹Momenteel ICTâ€™ers verwachting IT HBO-ICT leerroutes. IT. IT, Full Stack Operations softskills. HBO-ICT praktijkgericht. projectbasis laatstgenoemde Innovatiewerkplaats Society Hub. Studieopbouw HBO-ICT beroepsrol. Leerroutes (1 semester) European Credits (EC'S). ideaal leerroutes stellen, Momenteel ICTâ€™ers verwachting IT HBO-ICT leerroutes. IT."
elektrotechniek,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,"deeltijd? Groningen studievorm! Consumentenproducten, voortdurend. carriÃ¨re (verder) uitdagingen? Havo: Profieldiploma Natuur, Ontwerpen) Vwo: Profieldiploma Natuur, Ontwerpen), Natuurkunde) Mbo: mbo-domeinen Ã©Ã©n doorstroomkeuzedelen voorbereidingsaanbod www.mbonoordnederland.nl. voorbereidingscursussen, oefenmateriaal B. Hanzehogeschool opfriscursussen toelatingsvoorwaarden: jaarbasis 504 regeling: Nederlands toelatingstoetsen toelatingstoetsen. totaaloverzicht behouden bijbehorend verbinden. Hanzehogeschool samenspraak opgezet. opleidingsrichting. opleidingsrichting basismodules: Procesverbetering basismodules vervolgmodules volgt: High Tech Materials Afstudenen. voltooien. 3-5 Hbo-niveau? scan verkorten verlichten. duidelijke productspecificaties verzekerd arbeidsperspectieven vervullen productontwerper, engineer, netwerkspecialist, ingenieur, R&D deeltijd? Groningen studievorm! Consumentenproducten, voortdurend. carriÃ¨re (verder) uitdagingen?"
creative media and game technologies,Hanzehogeschool Groningen,B,Groningen,Engels,4 jaar,"Technologies (CMGT) technologieÃ«n maken: technologieÃ«n uitvindt. geacht: propedeutische afgerond. Minister aangewezen dan) Ã©Ã©n getuigschriften. Eventuele deficiÃ«ntie deficiÃ«ntie) voltooiing propedeutische fase) toepassing. Taalvereisten Rang Engels aanbevolen. eis gevraagd MPT-enquÃªte leggen, multiculturele persoonlijkheidstest studiegedrag meet. OPMERKING: Kandidaten MPT-enquÃªte werkdagen ontvangst uitnodiging enquÃªte voltooien. indienen MPT-enquÃªte toelating. toelaatbaarheid. Study Advisor winnen afgewezen. * EU aanvragers 25 juni juli werkdagen MPT vullen sturen. indienen MPT-onderzoek toelating. Technologies definiÃ«ren promoten (serious) gameconcepten, art code gameplay. gameconcept ontwikkelingscyclus betrekt. ondernemerschap Technologies generalistische specialistische carriÃ¨re media-industrie. mindset, technologieÃ«n user experience, cutting-edge technologieÃ«n verwerft creÃ«ren (serious) gameconcepten kernvaardigheden gametechnologieÃ«n (huidige toekomstige) ontwikkelingsvaardigheden evaluatiemethoden ontwerptheorieÃ«n. Prototyping mixed-media bordspel wayfinding middelen, mixed-media 3D-printen, 2D-spel, gebruikersinterfaces gebruikerservaringen. ontwikkelingsvaardigheden blok, 3D-assets situaties. reflecteer eindproduct! technologieÃ«n VR, AR, AI Mocap gameconcepten personaliseren, Tracks kernvaardigheden uitbreiden, Electives, skillset diversifiÃ«ren klant, afsluit eindproduct! keuzevakken. partnerscholen. klantcase Innovation Workplace, Innovatiewerkplaats keuzeruimte. sluitstuk studie: sponsor. prototypen itereren Technologies vertrouwen CMGT International Communication, Energy Society MSc (Interdisciplinary Professional)."
communication and multimedia design,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,"Communication Multimedia horloge senioren bewegen, voedselverspilling straatangst overwint beleving museum. Communication Multimedia hÃ©le ontwerpproces; gebruiker, uitwerking, lancering ervan. geÃ¯nteresseerd Cycle malen ideeÃ«n uitwerken, Adobe Photoshop, Illustrator InDesign, prototypingtools Axure RP, Adobe Xd HTML/CSS. opgedaan. storytelling, VR/AR installaties. reeds opgebouwde CMD legt. (Engelstalige) CMD Innovatiewerkplaats (IWP). IWP groepsproject Communication Multimedia Hanzehogeschool, MSc (Interdisciplinary Professional) Energy Society. Rijksuniversiteit Groningen (na pre-master). MSc (Interdisciplinary Professional) Energy Society."
chemische technologie,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,"fabrieken spullen gebruiken? plek! fabrieken medicijnen, verduurzaam Bouwstenen technologen bouwstenen kent. proceshal. opstellingen fabrieksprocessen. voedings- procesindustrie, onderzoeksinstellingen ingenieursbureaus Benieuwd ziet? virtuele tour! belangrijk, connecties medewerkers. goed! Hanzehogeschool? studievereniging. basisbeginselen overlapt wisselen. zich, gaten houden, reactor voren berekenen. Kenniscentrum Biobased Economy werkwijze werksituaties tegenkomen. opwerken zuiveren. simuleren simulatieprogramma. Ã©Ã©n Renewable Energy, Materials Processing Nederland Hanzehogeschool, Voeding, Chemical Rijksuniversiteit Groningen; Chemical Twente."
chemie,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,"nou recyclen antibiotica, contacturen makkelijkste haalt. Noord-Nederland longkanker plastics afvalstromen. baankansen. carriÃ¨re onderzoeksinstellingen voedingsindustrie, Nederland chemici, Hanzehogeschool? maatschappij; baankansen; studievereniging. geven, medicijnen. bovendien vak, overlapt wisselen. behandel gelukt gemiddeld uitgebreid, Gemiddeld Ã©Ã©n Bio-analyse Geneesmiddelenonderzoek Food Ingredients Health. Nederland Hanzehogeschool, Voeding, Chemistry, Rijksuniversiteit Groningen; Amsterdam; Sciences, Hanzehogeschool Groningen; Voeding, Hanzehogeschool Groningen."
built environment,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,"dop ontwikkeling? bouwwereld heen? Built Environment studiekeuze. Built Environment, toekomstbestendige leefomgeving. ingenieur, bezighoudt (soms complexe) leefomgeving. klimaatadaptatie, woningtekort. Built Environment. huizenbouw), wegen- bruggenbouw) leefomgeving). uiteindelijke vervult oriÃ«nterende (gebaseerd rol). profielkeuze keuzeruimte, keuzevakken, oriÃ«nteren. principe werkvoorbereider, uitvoerder, constructeur, adviseur, beleidsmedewerker, beheerder, ondernemer onderzoeker. HanzePro. oriÃ«nteer Built Environment daartussen. basisbegrippen spelen, woningtekort. leefomgeving, ingrepen. centraal, opgaven talentcoach. verdiepen: ontwikkelen: adviseur, manager. hoofdfase, vullen keizen. leerroute. ervoor. keuzeruimte afstudeerproject, Built Environment mastertitel. Hanze. HanzePro trainingen, post-hbo- deeltijdopleidingen. Built Environment: (deeltijd), Hanze; Sociaal-Ruimtelijk Transitiemanagement (deeltijd), Hanze."
werktuigbouwkunde,Hanzehogeschool Groningen,B,Groningen,"Nederlands, Engels",4 jaar,"knutselen sleutelen? (bio)medische windmolenparken? ons: Kleinschalig proeftuin, voortdurend. Hanzehogeschool Ã©n En: klaar. HanzePro.nl, opleidingen, (werkende) VWO'er uitdaging? 3-jarige, VWO-route Hanzehogeschool? Samenwerken: teamsport. werkterrein boek succes. maken: groepen, begeleiding. Proeftuin: fantastisch ontdekkend proeftuinen EnTranCe (energie) ZAP (biobased techniek). baankansen: Bovendien tekort vakmensen. baan! Fabricagetechniek, combineert. energieneutraal vaktechnische (inter)nationaal Research, Hanzehogeschool, (inter)nationaal dÃ© beginnend springen! Hanze, European Renewable Energy. Rijksuniversiteit Groningen. European Renewable Energy, Hanze; Hanze; Rijksuniversiteit Groningen."
european master in renewable energy,Hanzehogeschool Groningen,M,Groningen,Engels,1.5 jaar,"energiesysteem energietechnologieÃ«n? hebt? Europa overgang energiesystemen? hier? leergemeenschap, hoogwaardige faciliteiten, Europees (EUREC) levensechte Sollicitanten criteria: BSc. Science-graad Sollicitanten energiesector. criteria opgeheven sollicitanten geacht Engelse taalvaardigheid goedgekeurd indienen testscore (niet (geen tests geaccepteerd) TOEFL IBT afgenomen testcentrum: algehele bandscore 90; IELTS (academisch): 6,5; Cambridge Advanced English: B; Cambridge Proficiency English: C. sollicitanten authentieke overtuigende indienen. Energieschaarste milieuproblemen strategische, milieuvraagstukken meebrengt, â€‹â€‹om â€‹â€‹significante aanpak. â€‹â€‹om senior leren! â€‹â€‹bij consultancywerk strategie- beleidsadvies, energietechnologieÃ«n. carriÃ¨re stimuleren. energie-ingenieur fundamenteel technologieÃ«n energiesector. European Renewable Energy Hanzehogeschool? Leergemeenschap: energiegerelateerde masteropleidingen, beoefenaars, onderwijspersoneel High-end onderzoeksfaciliteiten: Energy Transition Centre (EnTranCe) Energy Academy Europe (EAE) eindeloze onderzoeks-, test- samenwerkingsmogelijkheden, masterstudenten aanbevelen. ervaring: Europese EUREC: EUREC-initiatief. netwerk, reputatie alumnibeleid carriÃ¨re! kernsemester verwerf gerelateerde aspecten. sociaaleconomische kwesties technologieÃ«n laboratoriumworkshops. Frans, Engels Spaans universiteiten: Hanzehogeschool Groningen, Nederland (Engels); Ecole des Mines Paris, Frankrijk (Frans); Zaragoza University, Spanje (Spaans); Oldenburg University, Duitsland (Engels). Engels universiteiten: Sustainable Fuel Mobility (Hanzehogeschool, Nederland); Photovoltaics (University Northumbria, VK); Wind Energy (National Technical University Athens, Griekenland); Grid Integration (University Zaragoza, Spanje); Solar Thermal Associated Renewable Storage (Universiteit Perpignan, Frankrijk); Ocean Energy (IST Lissabon, Portugal). Thesis onderzoekscentrum. thesis kernprofessor, professor professor projectaanbieder. doorbrengen kernuniversiteit."
sociaal-ruimtelijk transitiemanagement,Hanzehogeschool Groningen,M,Groningen,Nederlands,2 jaar,"Ã©Ã©n welbevinden. klimaatadaptatie, overgang transformatie inclusieve Ã©Ã©n (techniek, economisch) Facility Real Estate, Built Environment, Interieurarchitectuur, Gedragswetenschappen, Organisatiekunde, Bedrijfskunde, Human resource bachelor/master) toelatingsprocedure cv; 0-meting; intakegesprek. brief brief beschrijf transitievraagstuk, (gebouw gebied) gezondheid. Vergeet benoemen. 0-meting 0-meting zelfbeoordeling 7-punt Likert schaal. toelichting score. veranderingsprocessen aanjagen verbinden, interventies gerealiseerd welzijn bewijsbaar presteren. sociaal-ruimtelijke transities wachten. transitievraagstuk â€˜Mens Samenlevingâ€™ â€˜Mens Organisatieâ€™. ondersteunend toepasbaar. module. transitievraagstuk. zichtbaar transitieteams leiden, verbinden, motiveren transitieteam begeleiden. (30 ECTS) Ã©Ã©n transitieopgaves. ontwerpgericht interventies transitieprocessen"
smart systems engineering,Hanzehogeschool Groningen,M,Groningen,Engels,1.5 jaar,"interageren genereren? punt gegevensgeneratie interventies reactie hier? leergemeenschap, High-end faciliteiten Real mechatronica, sensortechnologie, informatietechnologie opleidingsprogramma cijferlijst) sensorsystemen interacteren (HTMS). systeemtechnologie levens welzijn miljarden beÃ¯nvloedt samen, Kortom, bevindt datawetenschap, systeemintelligentie buitenwereld Hanzehogeschool? Leergemeenschap: wereld, beoefenaars, onderwijspersoneel werklab: TechHub Assen gebruikmaken faciliteiten baan: datawetenschap, systeemintelligentie productontwikkeling, baanvooruitzichten. Inleiding meerdere, integreert correct interpreteert. Applied data-analysealgoritmen data-applicaties signaalverwerking. setting. Sustainable Skill, reflecteren ontwikkelde richten. Service Sensor Application Specialization sensortoepassingen (gezondheid, materialen). onderzoeksinstituten, Philips Universitair Centrum Groningen (UMCG). excelleren essentiÃ«le, setting. Thesis domein, resulteren masterscriptie. masterprojecten (WE-faciliteiten) arm- handrevalidatie; comfortabel, draagbaar ademhalingsgasmeetapparaat belasting activiteit beoordelen; energieverbruik zonneautosysteem rijcapaciteit"
master digitale technologie,Hanzehogeschool Groningen,M,Groningen,Nederlands,1.5 jaar,"voet? beÃ¯nvloeden? uitdagingen, marktklare toegevoegde nodigen kennismakingsgesprek ontwikkelwensen (werk)situatie. gehaald, volgend geschiktheid aangedragen bewijzen. aspirant-student toelatingscommissie punten: maatschappij, waarom; ondernemende proactieve bestaat, ects doorlopende integreert ontwerpcyclus technologieÃ«n identificeren praktijkvraagstukken, loopbaanwensen. toevoegen ligt, organisaties, technologieÃ«n kijken: perspectief, gebruikersperspectief, leider. uitdiepen losstaand spreiden. e-learning, masterclasses, discussie reflectie, seminars. (individueel teams) verwerven. praktijkvraagstukken. (delen ontwerpcyclus gebruiker, schatten. competentie-ontwikkeling opgeleverde reflecties hierop. criteriumgericht vormgeven afstudeerplan competentie afstudeerperiode Ã©Ã©n CoL- intervisiemomenten gedachten wisselen portfoliobeoordeling criteriumgericht"
data science for life sciences,Hanzehogeschool Groningen,M,Groningen,Engels,2 jaar,"gegevens? programmeertechnieken kloof biowetenschappen overbruggen? biowetenschappen faciliteren initiÃ«ren, learning-toepassingen gegevensopslag. volgt: opleidingen: Institute (Hanzehogeschool), Medical Imaging Radiation Therapy, Communication, IT (van hogeschool), Sensor major Engels, programmeren), Sciences, studenten). Engelse taalvaardigheid: IELTS-score: 6.0, TOEFL-score: 80 punten, Cambridge Advanced English: B Cambridge Proficiency English: C. Engelse vereisten u: Engelstalige EER, voltijds Engelstalig was verklaring overleggen, ondertekend gestempeld, bevestigd instructietaal Engels waren. formulier stempel handtekening bevoegd dragen; Engelstalige behaald: AustraliÃ«, Canada (Engelstalig deel), Ierland, Nieuw-Zeeland, Verenigd Koninkrijk Verenigde Staten Amerika. overleggen: Gedocumenteerd datawetenschap Aantoonbaar certificaat, cijfer toelatingstest. diplomavergelijkingssite agentschap NUFFIC raadplegen. kloof overbruggen IT faciliteren initiÃ«ren, learning-applicaties dataopslag. overbrug kloof computertechnologie. datatechnologieÃ«n dataverwerkingstechnologieÃ«n gebruiken, zieke gezondheidsgegevens efficiÃ«ntere science-industrie Kortom, datawetenschapper kloof overbrugt. gegenereerd exponentiÃ«le benut. datawetenschapper, technologieÃ«n verzamelen. praktijkgericht, computercode, datawetenschappers sciences. geÃ¯ntroduceerd 2-3 eerste. programmeer- science-technieken. zachte interesseert. 2-3 eerste. programmeer- science-technieken. interesseert. eindproject"
energy for society,Hanzehogeschool Groningen,M,Groningen,Engels,1.5 jaar,"energietransitie? gemeenschappen overstap energie? transitie realiseren? agent versnelt regionaal, nationaal niveau? hier? aanpak, leergemeenschap Real Economics, Administration, Communication, Environmental Laws, equivalent Aanvragers hierboven vermeld, agent allround, onderlegde energieprofessional technologische, economische, juridische, milieuaspecten begrijpt oplost, omgaat politieke voordoen energietransitieprojecten. stimuleert, faciliteert promoot samenwerkingen gemeenschappen, consumenten, beleidsmakers belanghebbenden. faciliteren coaching, discussie, groepswerk. Energy Society Hanzehogeschool? aanpak: â€‹â€‹bij regionaal, nationaal Leergemeenschap: wereld, beoefenaars, onderwijspersoneel. High-end onderzoeksfaciliteiten: Energy Transition Centre (EnTranCe) Energy Academy Europe (EAE) eindeloze onderzoeks-, test- samenwerkingsmogelijkheden, masterstudenten aanbevelen. Evenementen excursies: evenementen onderwijsprogramma, energiecentrale Europees Parlement Brussel. niveaus. noodzaak maatschappelijk, technisch, economisch, politiek, juridisch geografisch perspectief. Politiek EnergietechnologieÃ«n -systemen beÃ¯nvloeden. burgers laag inkomen betrekken energietransitieprojecten. gebeuren energietransitieprojecten ENTRANCE-hoogleraren, gebruikmaken verworven. transitiestrateeg optreden. benadert 'real-life' (lokale) energietransitiecontext transdisciplinair perspectief."
mechatronica in de smart industry,Hanzehogeschool Groningen,AD,Groningen,Nederlands,2 jaar,"Industry deeltijd? Groningen Industry studievorm! industry stimuleert IT. mechatronicus. carriÃ¨re benadering? strategie Ad Industry Havo: Natuur, Ontwerpen) Vwo: Natuur, Ontwerpen); Natuurkunde) Mbo: mbo-domeinen Ã©Ã©n doorstroomkeuzedelen; voorbereidingsaanbod www.mbohbonoordnederland.nl. voorbereidingscursussen, oefenmateriaal B. Hanzehogeschool opfriscursussen toelatingsvoorwaarden: 252 regeling: Nederlands toelatingstoetsen toelatingstoetsen. Industry opleiden mechatronici gepaste geautomatiseerde productielijnen complexe, hightechomgeving. strategie. Ad Industry vermogen. aangedreven mechanisme construeren. geoefend, toegespitst aangereikt, 3D modeleren simuleren aangeleerd. getoetst. vaardigheid machine, projectmatige setting, getoetst. aangedreven mechanisme EC); EC); EC). analysis name (meet)data verwerking genereren versturen bewerken omzetten gemeten meetdata gevisualiseerd EC); = EC); EC). Optimisation industriÃ«le gangbare Hydraulica, Pneumatiek, PLCâ€™s Operations Lean. (deel een) toepassingscontext optimaliseren, houdend veiligheid, milieu, levensduur. Aandrijfsystemen EC); Operations EC); IndustriÃ«le EC); â€˜Optimalisatieâ€™ EC); EC). systeem, aandrijving terugkoppeling, opgeleverd. mechanisme regeling (PID) aangedreven sensorinput geval) beeldherkenningstechnieken gewerkt. regeling gesimuleerd demonstratie reflecteer Ad Mechatronicus. onderwijseenheden: EC); Eindassessment (20 EC). Industry deeltijd? Groningen Industry studievorm! industry stimuleert IT. mechatronicus. carriÃ¨re benadering? strategie Ad Industry"
projectleider techniek,Hanzehogeschool Groningen,AD,Groningen,Nederlands,2 jaar,"Projectleider beginnend ervaren, doorgroeien functie. technicus. assertief kritisch, rustig situatie? af? Projectleider Havo: Natuur, Ontwerpen); Vwo: Natuur, Ontwerpen); Natuurkunde); Mbo: mbo-domeinen Ã©Ã©n doorstroomkeuzedelen; voorbereidingsaanbod www.mbohbonoordnederland.nl. voorbereidingscursussen, oefenmateriaal B. Hanzehogeschool opfriscursussen toelatingsvoorwaarden: 252 Nederlands toelatingstoetsen toelatingstoetsen. voorop Projectleider procesverbetering Ã©n ervaren, basismodules: Productontwikkeling; Procesverbetering; basismodules projectleiderschap. module, specialiseren, Automotive; Energietransitie* (Elektrotechniek Werktuigbouwkunde); (Technische Bedrijfskunde). *Deze REWIC-diploma certificaat Hoofdwerktuigkunde centrales (HWTK), erkend afvalbranche. Projectleider beginnend ervaren, doorgroeien functie. technicus. assertief kritisch, rustig situatie? af? Projectleider"
systeemspecialist automotive,Hanzehogeschool Groningen,AD,Groningen,Nederlands,2 jaar,"beroepsgerichte Systeemspecialist Automotive. associate-degreeprogramma gekwalificeerde automobieltechnici bestrijkt vervoerssystemen (bv. voertuigen) subsystemen bewerken creÃ«ren veiligheidstestprotocollen. voornaamste terrein fabricage. hij/zij bereikt: probleemstelling selecteren; bedrijfseconomie, geven; duidelijk(e) probleemstelling, taakstelling formuleren klant; lijst vereisten stellen; bestaand(e) modelleren. selecteren; oplossing; haalbaarheid testbaarheid ontwerp; selecteren; documentatie verwezenlijken. normen; voegen dienst; totstandkoming leggen. nieuw(e) implementeren, stellen; onderhoudsplannen, correctief (controle optimalisatie) preventief (anticiperen); kwaliteitsnormen; wijzigingen omstandigheden Managementvaardigheden. geld schatten gemoeid inschatting risico's houden, projectdocumentatie stellen, regelen; vinger pols tijd, geld, kwaliteit, organisatie; taak- procesgericht personeel, moedigen delegeren; pluralistische, vereisten arbeidsorganisatie. positie klant; verduidelijken; economisch haalbare oplossingen; overtuigen; klantrelaties adequate 7. doelstellingen beoogd formuleren onderzoeksvraag; (wetenschappelijke) informatiebronnen onderzoeksvraag betrouwbaarheid informatiebronnen beoordelen; vatten, structureren conclusies onderzoeksvraag; rapporteren regels suggesties 8. leerdoel -strategie streven, leerdoel bereikt; taken; voor- nadelen dilemma's, gehouden algemeen aanvaarde waarden normen; constructieve ontvangen; zijn/haar handelingen, gedachten resultaten; Nederlands Engels."
