study_programme_name,hogeschool,study_programme_type,study_programme_location,study_programme_language,study_programme_length,text
software development,Hogeschool van Amsterdam,AD,Amsterdam,Nederlands,2 jaar,"software- hbo-opleiding? HBO-ICT. Ad docententeam. Javascript/Typescript, HTML, CSS Databases. SCRUM, effectievere flexibelere SCRUM tentamens. HBO-ICT. hbo-ict Ad-opleiding HvA-opleiding HBO-ICT Ad HBO-ICT."
frontend design & development,Hogeschool van Amsterdam,AD,Amsterdam,Nederlands,2 jaar,"Nederlandstalige Frontend (FDND) Ad Frontend Ad Frontend (FDND) code: webdesign, frontend responsive informatiearchitectuur, Ã©n HTML, CSS JavaScript. opslaat server netwerkverbinding wegvalt. workflow, tooling frameworks, (Ad) HvA. Ad FDND Communication (CMD)."
biologie en medisch laboratoriumonderzoek,Avans Hogeschool,B,Breda,Nederlands,4 jaar,"(BML) DNA. kritisch. onderzoeksresultaten. BML-opleiding BML lesweken. opleveren, oncologie, infectieziekten duo's histologie biochemie. BML-opleiding Avans BML-studie feite geheel, masterstudies. Forensic Amsterdam. Wetenschappen, Infection Immunity Molecular Medicine European Forensic Educational Network postgraduate certificate Forensic Crime"
bouwkunde,Avans Hogeschool,B,"Den Bosch, Tilburg",Nederlands,4 jaar,"energieverbruik, dichte bebouwing gebouwontwerpen bouwmethodieken sloop, demontage ontwikkelaars, adviseurs, eindgebruikers. materiaalgebruik. architectonisch-, bouwtechnisch- theorielessen. Engels stagekeuze, (hoort afstuderen), meekijkt bekwaamheid). onderzoek- begeleidt. Eindhoven. Academie Bouwkunst. architect. post-hbo-opleiding."
bouwtechnische bedrijfskunde,Avans Hogeschool,B,Tilburg,Nederlands,4 jaar,"Bouwtechnische Tilburg onderzoekend. Afwachten positief. verantwoordelijkheidsgevoel Bouwtechnische motto 'Met klei'. eentje, circulariteit. beroepsspecifieke Avans Bouwtechnische Bouwtechnische"
chemie,Avans Hogeschool,B,"Breda, Den Bosch",Nederlands,4 jaar,"onderzoekend, voedingsmiddelen vindingrijk, secuur. Herken uitgerust Breda polymeerontwikkeling Den Bosch bio-analytische Breda Molecular Innovations, Forensic Chemistry Chemistry Health. Den Bosch Food Pharma, Forensic Chemistry Bioanalytical Chemistry. vrijekeuzeruimte. invullen bepaalt. chemiestudies, Drug Discovery RU Nijmegen Utrecht. Forensic Amsterdam. TU Eindhoven, Maastricht."
chemische technologie,Avans Hogeschool,B,Breda,Nederlands,4 jaar,"Herken stofoverdracht scheidingsprocessen. rekenmodellen ESSET (Milieukunde), bedrijfsstage (Procesautomatisering Watertechnologie) overeen Chemical Eindhoven University Biotechnology Wageningen University Research."
civiele techniek,Avans Hogeschool,B,"Den Bosch, Tilburg",Nederlands,4 jaar,"stations, bewondering schuilt achter. detail schuilt. 'de omgeving', ontwerp', uitvoeringsplan' 'klimaatadaptatie'. uitgestippelde stakeholdermanagement. voetgangersbrug materiaal- Bouwtechnische bereikbaarheidsprobleem, bouwproces: werktuigbouwkundestudenten milieukundestudenten TU Eindhoven. TU Delft Watermanagement. TU Twente Civil brancheverenigingen."
communication and multimedia design,Avans Hogeschool,B,"Breda, Den Bosch",Nederlands,4 jaar,"Communication (CMD) hbo-ontwerpopleiding mediavormgeving. CMD detail, sterk. Communication hetzelfde: vakinhoud, kletsen? studententelefoon: 06-84810992. Annelie studententelefoon. álles Communication Breda. Storytelling. CMD-studie 52 CMD-studie video, web, mobiel, animatie geluid. eindpresentatie. lesblokken bekwaamheid. CMD-opleiding. exposeer Bedrijfscommunicatie Tilburg University. Communication: networked Piet Zwart Rotterdam. Communications Critical LCC Londen. Communication Twente. CMD Genk België. Erasmus Rotterdam."
elektrotechniek,Avans Hogeschool,B,"Breda, Den Bosch",Nederlands,4 jaar,"smartwatch zonnepanelen. hieraan bijdraagt. superbatterijen vliegtuigen. (IoT) verkrijgt efficiënter opdoen. energiemanagement, AC- DC-netwerken aandrijf- Energy Industrial Automation. Avans Eindhoven."
informatica,Avans Hogeschool,B,"Breda, Den Bosch",Nederlands,4 jaar,"ICT-advies AI IT-oplossingen. IT-opleiding structureren, redeneren. ICT'ers alleen. Herken Breda Security, professionals, Cycle. toepassingsmogelijkheden ICT-vakgebied. beveiligde AI-systeem, overstappen. webapplicaties, AI Avans. lijkt. Avans. beroepsprofessional. startbekwame ICT-professional uitstroomprofiel. Avans Keteninformatisering, Strategic Information ERP Topprogramma Eindhoven Tilburg University."
mechatronica,Avans Hogeschool,B,Breda,Nederlands,4 jaar,productiemachines nóg intelligentere themablokken vervolg. toekomstbeeld. on-the-job automatisering/robotisering productdesign. Avans wendbare
mens en techniek,Avans Hogeschool,B,Breda,Nederlands,4 jaar,"Gezondheidstechnologie VR, videoconsults, gamification vaardig, bruist ideeën. Herken hierin, Gezondheidstechnologie Gezondheidszorgtechnologie gezondheidstechnoloog Gezondheidstechnologie introweek projectgroep. praktijkvraagstuk. gamification, veranderkunde, wearables. zorgoplossing draait, patiënten. zorgorganisaties. zorgorganisaties patiëntbehoefte uitvragen. gezondheidstechnoloog. 'Innoveren welzijn'. onderzoeksaanpak, stageproject carrière gezondheidszorgtechnoloog. Gezondheidstechnologie hbo-masters, Avans. Health pre-masters Health Gezondheidswetenschappen. AI, Zorgmanagement Healthcare Policy, Innovation"
ruimtelijke ontwikkeling,Avans Hogeschool,B,Tilburg,Nederlands,4 jaar,"zakelijk. financiële beseft sociaal-maatschappelijke bouwkundige, investeerder Herken persoon? later? regisseren kennismakingsmodule Bouwtechnische Bedrijfskunde, (blokken) Gebiedsontwikkeling, Vastgoedbeheer (bouwgerelateerde) Gebiedsbeheer. vastgoedbedrijf, (stedenbouwkundig) woningbouwcorporatie. vastgoedbeheer gebiedsontwikkeling, Avans, Bekwaamheid. Estate ASRE Amsterdam, Radboud Nijmegen, Rijks Groningen, TIAS Tilburg. Architecture, Building Planning. post-hbo Neprom. Nederlandse Vereniging Projectontwikkeling Maatschappijen."
technische bedrijfskunde,Avans Hogeschool,B,"Den Bosch, Tilburg",Nederlands,4 jaar,"dé procesverbeteraar geïnteresseerd vindingrijk: puzzelaar. leuk. ideeën Herken 'Running Changing Business'. doorvoeren bedrijfsexcursies. vaktentamens. concurrentie. datagedrevenheid. verbeterproject. gegevens, innoveer digitaliseren. inkijk productiebedrijven. inspeelt. keteninnovatie studieloopbaan. vrijkeuzemodule. Avans ingewikkeld TU/e, Tilburg, Nijmegen Erasmus Resource"
technische informatica,Avans Hogeschool,B,"Breda, Den Bosch",Nederlands,4 jaar,"productierobots. gestructureerd. Herken systeemontwikkeling. 'proftaken' beroepsvaardigheden. IT-vraagstuk PDA's, iPods nabootsen toepassingen, PDA's, iPods 3D-applicaties Things, aangestuurd. Reality, visualisaties realiteit ICT. Avans Eindhoven. HBO-TOP"
werktuigbouwkunde,Avans Hogeschool,B,"Breda, Den Bosch",Nederlands,4 jaar,"buig herkent. kleinschaligheid energie-, introweek, hijsinrichting, theoriekennis designproces binnen– stageopdracht. doorvoert. constructie-, gereedschappen (pre-master). TU Eindhoven keuzemoduleperiode masterclass. Zuidoost-Brabant. topopleiding"
built environment,Avans Hogeschool,AD,Den Bosch,Nederlands,2 jaar,"Ad samenhangen. posities dragen. Ad specialisatie/keuzemodule kloppen. eveneens wijkontwerp. coachende onderwijs: gevoed Revit karakter, Utrecht jaar), Avans Avans"
engineering,Avans Hogeschool,AD,Den Bosch,Nederlands,2 jaar,"overkoepelend beleid. (her)ontwerp overzichtelijk, beleidsmatige factor. ontmantelen versnelling overkoepelende Ad’ers flexibel, toeleveranciers. Ad Ad-opleiding consument. ‘engineering joy forever’. overzichtelijke, oriënterend Hieraan gekoppeld. divers, werktuigbouwkundig, Themaproject: Sociaal-maatschappelijke (Materiaalkunde /productietechniek CAD 2D/3D). Electric – Themaproject: (besturingstechniek, tekenen). Statica. Themaproject: (programmeren CAM Machineonderdelen). Engels luisteren. Themaproject: zorginnovatie. Meettechniek. Engels uitstroomrichtingen: vaktechniek Engels Constructieleer. Engels"
informatica,Avans Hogeschool,AD,Den Bosch,Nederlands,2 jaar,"softwaresystemen pcâ€™s georiÃ«nteerde datasecurity ontwikkelmethodieken progammeertechnieken software-ontwikkelteam. werkervaring. Avans Academie studiekeuzescheck Lees toets. Aob Compaz. programmeeropdracht) toegelicht, herhaald beoefend tentamenweek agile-scrum borgen. 4x Databasedriven Java-applicatie beperkte OOP-vorm, Buurtactiviteit. Databasedriven Java-applicatie OOP-vorm, Databasedriven Android-applicatie OOP-vorm, Innovatie. Encrypted databasedriven mobile/web-applicatie OOP-vorm. Scrum Interfaces, Android, Arduino encryptie. Databasedriven softwareapplicatie OOP-vorm, Scrum klimaatbeheersing softwareproject technologieÃ«n verzameld, opslaat, Nederland software-ontwikkelproject Nederland voorbijkwamen ICT-werkomgeving. werkstage software-ontwikkelproces uitgevoerde verantwoorden, Avans doorstroommogelijkheden: Voltijd; Avans Breda/Den Bosch HZ University Middelburg Deeltijd; Avans Breda/Den Bosch"
mechatronica,Avans Hogeschool,AD,Breda,Nederlands,2 jaar,"mbo-plusser stap. Ad productiemachines. software-ontwerp, systeemdynamica Ã©n aantonen, versnellen. bestuderen, best. begeleiders hbo-niveau; bedrijfsgegevens, vakliteratuur inzien, discussiÃ«ren vak; Ad opgedaan, valideren. Validering erkennen hiernaar contactpersoon AOB Compaz. Let academiebureau.deeltijd@avans.nl. Ad Avans zich. functioneert. werkervaringen deeltijdopleidingen Avans inschrijft. mondiale energieconsumptie -productie issues IndustriÃ«le Automatisering; informatietechnologieÃ«n krachtberekeningen. 3D- 2D-tekeningen. Modelvorming computersimulaties. Opwekking elektriciteitsvoorziening; belasten Productietechnologie; businesspartners; afdelingsmanager businessunit businesspartners, HRM/HRD, assetmanagement. Systeembesturingen mechatronicus teamverband, Avans Avans+ werkenden Ad postbachelor- masterniveau. maatwerk"
applied data science & artificial intelligence,Breda University of Applied Sciences,B,Breda,Engels,4 jaar,"AI Intelligence. carriÃ¨re Scientist, AI Consultant. AI-technologieÃ«n. energienetwerken. Intelligence. tijdlang vraag, dataspecialist, AI-programmeur projectmanager/consultant. advisering. project-gestuurd DataLab dataprojecten, DataLab omschreven AI Future Markets. Mathematics Statistics. Programming Python. gekozen: Scientist, Translator. DataLab. blokken, DataLab toepassingsgebied, Logistics, Environment, beoordeling), oplevert, bedrijfsplan partnerinstellingen."
tourism (joint degree),Breda University of Applied Sciences,B,Breda,Engels,4 jaar,"toeristen maandelijks Machu Picchu Peru beklimmen. belastend bevolking. Breda Wageningen University Research. BSc Tourism Nederland omgevingswetenschappen. globalisering welzijn. Tourism Wageningen University Breda University Sciences. Wageningen University. internationale, vraagstukkenmet natuurgebied Biesbosch. vordert. onderwijsbegeleiding afneemt. studiegids toetsing. fenomeen webinars Tourism Principles Tourism theorieÃ«n biodiversiteit, watergebruik, Sociology Tourism beÃ¯nvloeden, ontrafelen cultuur, familie, religie, onderzoeksvakken. Fundamentals bestemmingsmanagement, cross-culturele wetenschapsfilosofie uitgevoerd. Wageningen ontwikkelingsvraagstukken, milieuwetenschappen. Nederland bestaanszekerheid,"
built environment,Breda University of Applied Sciences,B,Breda,Nederlands,4 jaar,"(her)ontwikkelen, mobiliteitsoplossingen creÃ«ren divers hands-on. studiegenoten, (project) modules/cases. voortdurend, (genaamd LAB) vervoerskeuzes (kennis)basis opgave. Hoewel Nederlandstalig nadrukkelijk Ã©Ã©n Engels Engelstalig Ã©Ã©n Ordening. tab bezoekt, completer eyeopener! inâ€¯een Transities Architectuur. overheidsinstelling, Innovation (RBI). creÃ«ren (stedelijke) vakgebied:"
creative media and game technologies,Breda University of Applied Sciences,B,Breda,Engels,4 jaar,"Technologies carriÃ¨re triple-A ideeÃ«n creÃ«ren films. Programming, Film Effects. indrukwekkend Guerrilla, Ubisoft Ghost VFX. game-industrie. game-technologie gameplay 3D animatie, audio, simulatiestudio vÃ³Ã³r afstudeerrichting, ontwikkelwensen. â€˜general developerâ€™ character artist, graphics programmer designer."
logistics engineering,Breda University of Applied Sciences,B,Breda,"Nederlands, Engels",4 jaar,"AI levering bezoekersstromen vliegvelden evenementen? data-toepassingen moment, Nederland studiemethoden: workshops: groepsprojecten teamgenoten, Gaming: besluitvormingsvaardigheden Engels, Excel. Engels, Excel Engels: Engels Engels eindexamen, Engels. Engels zorgen, Engelse Excel: getallen. handig. lastig? Excel databestanden vond school? stapsgewijs ontstaat softwaresystemen. optimaliseren: beheert. verbeteren: Decathlon logistiek: Productielogistiek. Distributielogistiek. Warehousing. Zorglogistiek. Evenementenlogistiek. bedrijfsmentor ondersteuning. BUas zorg-, evenementenlogistiek. optimaliseert, afstudeerjaar. Nederland Defensie: materieel Bol.com magazijnen: bestellingen Evenementenlogistiek Pinkpop: entreeproces (aankomst, ticketscan fouillering) Pinkpop bedrijfsbegeleider. hogeschoolbegeleider"
game technology,Breda University of Applied Sciences,M,Breda,Engels,1 jaar,"game-industrie, technology? (digital) onderzoeksideeÃ«n samenvat. 'game master' voorbeeldmodel IT, programming, animation, production. onderzoeksproject; (ontwikkelings)vaardigheden onderzoeksgebied. denkbaar game-ontwikkeling onderzoekspraktijken gamestudioâ€™s ingaat. bacheloropleidingen, bachelorstudenten. bijkomstigheid deelnemers"
hbo-ict,Christelijke Hogeschool Ede,B,Ede,Nederlands,4 jaar,"designen ICT-opleiding Nederland! Ã©n ander. streamt, vakantie boekt bankzaken regelt. ICT-professionals CHE gebruiksvriendelijkheid, daadkrachtig IT-oplossingen HBO-ICT Nederlandstalige mbo4, universiteit)? Nt2 B2) CNaVT B2 C1). Nederlandse nationaliteit Nederlandstalige ICT, applicatieontwikkelaar, UX-designer ICT-consultant."
informatica,Fontys,B,Venlo,"Nederlands, Engels, Duits",4 jaar,"Venlo ICT-oplossingen. ICT'er. studieloopbaanbegeleider. EÃ©n Fontys Fontys-opleiding, Fontys-opleiding Fontys-opleiding Nederlandse Nederlandse les; Informatics, Engineeringâ€¯ computertoepassingen, beheer. functionaliteiten herbruikbaar toepassingsdomeinen. Informatics Informatics IT voorziet managers, organisatie- domeindeskundigen IT-oplossingen probleemloos gesprekspartner grondige informatiekunde. Google Facebook verzamelt. organisatieniveaus, strategisch. concurrenten. auto), (on)wenselijkheden vergaande softwaresystemen, afhankelijker kwetsbaarder inbraakpogingen actueler. tijdelijk gesloten ransomware hackers. Nederlandse (ethical hacking), kwaadwillenden beveiliging. software! koffiezetapparaat, wasmachine, verwerkt, verdiepingsvakken Concurrent Warehouses; Algorithms Structures; Information Systems; Programming C/C++. Informatics, DÃ© Venlo georiÃ«nteerd Fontys Factory. groepsvorm Scrum Nederland, (The Things). toepassingsgebieden. ICT.; Vaardigheden: doelgroepen.; gemeenschappelijke grondig informaticus keuzemogelijkheden"
technische natuurkunde,Fontys,B,Eindhoven,Nederlands,4 jaar,"rÃ¶ntgenapparatuur. Ã©n geluidsveiligheid. maat; kwantummechanische bouwt, natuurkundevakken. opdeed hanteren. 'golven geluid', materialen', 'meten dataverwerking' 'transportfysica'. bedrijfswereld onderzoeksinstituut, match doelen. fotonica, vastestoffysica interesseren. free Fontys nogmaals natuurkundige; (meet)techniek betreedt Fontys, TU/e Utrecht. Overweeg Astrophysics, Climate Theoretical Physics."
applied science,Fontys,B,Eindhoven,Nederlands,4 jaar,"ideeÃ«n chemicaliÃ«n micro-organismen. Ã©Ã©n waterstofproductie, DNA-onderzoek, recycling, SOA expertmodule Biomedical Fontys onderwijsinstelling. carriÃ¨re beleidsmaker consultant;"
automotive,Fontys,B,Eindhoven,Nederlands,4 jaar,"pkâ€™s brandstofverbruik? voertuigen? motor- autoraces? -zeker mobiliteit- veeleisende durft Instroombaar WIS WIS B Instroombaar Instroombaar Instroombaar WIS WIS B Instroombaar Instroombaar EÃ©n Fontys Fontys-opleiding, Fontys-opleiding Fontys-opleiding Nederlandse Nederlandse Automotive-student techniekdomein automotive-kennis engineeringsvaardigheden engineeringdomein automotive: automotive-vakken (light weight constructions belangrijker), aandrijflijnen Ã©n DAF, Inalfa VDL Bus Fontys. minor(s) Engelstalige Engels, Nederlands Engels). Brainport dÃ© vakdisciplines verbinden; vervoersconcepten, (Bedrijfs)opdrachten Vaardigheden: TU/e. Ã©n kosten! hbo-master; Fontys Fontys www.fontys.nl/pro."
elektrotechniek,Fontys,B,Eindhoven,"Nederlands, Engels",4 jaar,"dingen? ontwerpteam vlakken; verkeersveiligheid. carriÃ¨re. Havo; Gezondheid; Instroombaar Vwo; Instroombaar Gezondheid; Instroombaar Mbo; EÃ©n Fontys Fontys-opleiding, Fontys-opleiding Fontys-opleiding Nederlandse Nederlandse Geluid. printplaten. patiÃ«nt monitor analoog integratietechnieken. (bedrijfs)opdrachten, â€˜EXPO-projectenâ€™. carriÃ¨re activiteiten, Fontys. Elektrotechniek! teamgenoten verkrijgbaar Lees Creative. Engelstalige Engels, Nederlands Engels). Brainport afstudeerder dÃ© ziekenhuiszorg, vliegen technologieÃ«n. ingenieur.; vaardigheden: timemanagement denken.;"
werktuigbouwkunde,Fontys,B,"Eindhoven, Venlo","Nederlands, Engels",4 jaar,"(3D-) vernieuwt Ã©n inzetten. Instroombaar WIS WIS B Instroombaar Instroombaar Instroombaar WIS WIS B Instroombaar Instroombaar B Mechatronica? EÃ©n Fontys Fontys Eindhoven Basiscursus Fontys-opleiding, Nederlandse Nederlandse Eindhoven Brainport engineering-opleidingen Eindhoven gevestigd Nexus, TU/e Venlo Engineeringopleidingen Venlo. propedeuseperiode oriÃ«nteer practicumruimten klaslokalen. 3D-printing. Fontys, robotics aandrijfmogelijkheden Ã©n Fontys. engineeringminors Eindhoven specialisatie; geavanceerdere constructieprincipes; fijnmechanische niet-bewegende vrijheidsgraden, procestechniek procestechnologische warmtewisselaars industriÃ«le klimaatsystemen energiebesparingen industriÃ«le patenten innovatie; Engelstalige Engels, Nederlands Engels; Brainport Venlo Venlo Production, Quality; Robotics Numeric Control; Stiff Lightweight Construction; Precision Renewable Energy; Advanced Visualization; Topology slag; installatietechniek milieu-industrie, achtbanen, bagagebanden gezondheidszorg; spil techneuten; (Bedrijfs)opdrachten Vaardigheden: professionaliseringsvakken."
toegepaste wiskunde,Fontys,B,Eindhoven,"Nederlands, Engels",4 jaar,"(AI) puzzelen? passie? (AI) teamspeler. AI. Instroombaar WIS B; Instroombaar WIS B; Instroombaar WIS WIS B; B bel 08850-77333; EÃ©n Fontys Fontys-opleiding, Fontys-opleiding Fontys-opleiding Nederlandse Nederlandse Mathematics, Professionalisering. aandacht, structureren; Ã³Ã³k schonen ontdekken, trekken; Mathematic Mathematics model; â€˜systemen signalenâ€™ â€˜modelvorming differentiaalvergelijkingenâ€™; Professionalisering 'Professionalisering; Professionalisering beroepsethiek Engels, solliciteren; leerlijn, Fontys Ã©Ã©n Mathematics, afstudeer- dÃ© bedenkt; (Bedrijfs)opdrachten Vaardigheden: MATLAB, Python, R, AIMMS, Excel, etc.; afstudeerrichtingen. doorstuderen: Intelligence, Industrial Mathematics Econometrics. TU/e"
