study_programme_name,hogeschool,study_programme_type,study_programme_location,study_programme_language,study_programme_length,text
biomedische technologie,Hogeschool van Amsterdam,B,Amsterdam,Nederlands,4 jaar,"duurder. 'gezonde gezondheidszorg' heeft: langer Ã©n behandelen. Gezondheid. overige gezondheidsproduct. kwaliteitseisen gezondheidsvraagstuk. gezondheidsvraagstuk. afstudeeropdracht, Nederlandse Biomedical Biomedical Physics, Technical Medicine, Health Sciences, Biomedical Medical"
built environment,Hogeschool van Amsterdam,B,Amsterdam,Nederlands,4 jaar,"efficiÃ«nt klimaatbestendig Environment; Bouwtechnische Maatschappij-profiel afwijkende diepe Architectonische Assetmanagement, Mobiliteit, Projectmanagement, Stedenbouw Structural HvA TU Delft doorstroomminor. Amsterdamse Academie Bouwkunst (4-jarige deeltijd) TU Delft (2-jarige voltijd). TU Delft TU Delft Overige"
applied artificial intelligence,Hogeschool van Amsterdam,M,Amsterdam,Nederlands,1 jaar,"AI-oplossingen? gamechanger artificiÃ«le nadenkt reflecteert ethisch, moreel kennismaken. AI doorstroommaster, bÃ¨tatechnische opgenomen masterprogramma. inschrijvingsproces uploaden componenten; (Python), calculus, uploaden toelaatbare (zie overzicht) (indien is) geplaatst. Overige AI 1-jarig Nederlands AI-oplossingen gebruik, geÃ¯mplementeerd consequenties snelheid hoe, Intelligence. beeldverwerking taalverwerking AI-model classificeren beeld. taalmodellen, getrainde opdrachtcasus AI-model, waarbinnen (fysieke, sociale, technische) waarbinnen AI-oplossing Ã©Ã©n AI-labs HvA. praktijkonderzoek Education; Market Insights; AI; Financial Innovation; Health Vitality; Legal Tech."
urban technology,Hogeschool van Amsterdam,M,Amsterdam,Nederlands,1 jaar,"creÃ«ren bereikbaar. schaarste lucht? 1-jarig MSc bÃ¨tatechnische gewaardeerd diplomawaardeerders Office (Studentenzaken). taalvaardigheidsniveau Staatsexamen NT2-II. Technology: Aviation; Environment; Engineering; Engineering; onderwijsblokken: onderwijsblokken Tech moment. Centre Tech. sociaal-technisch Tech grootstedelijke Amsterdam onderzoekt. veldopdracht, evaluatie. Tech Tech wijklogistiek punt. verdediging"
digital design,Hogeschool van Amsterdam,M,Amsterdam,Engels,1 jaar,"Design-traject Science-programma opleidt ontwerpprofessional. 's werelds ontwerpbenadering, planeetgerichte praktijken. titel), ontwerpervaring geannoteerd Engelse Interactive UI enzovoort. reflectieve component vervuld workflow ontwerpwereld minimum werkervaring, uitstekend designportfolio schoolsetting geproduceerd. verwelkomen sollicitaties gecentreerd Playgrounds: EcologieÃ«n, ontwerpgerelateerde bubbels teamproject. leertrajecten studieplan meegenomen beoordelingen. industriÃ«le gedeelde waarden stemmen designgerelateerde studieplan. teamprojecten, ontwerpbureaus, tussentijdse evaluaties. teamproject. genieten designgerelateerde Eindbeoordelingen harde tentoonstelling evenement diner bijgewoond partners, liaisons alumni"
digital driven business,Hogeschool van Amsterdam,M,Amsterdam,Engels,1 jaar,"matchmaker data-expertise, bedrijfsexpertise technologieÃ«n? geÃ¯nteresseerd evidence-based analytics? Engelstalige Ã©Ã©n Intelligence. DDB gekenmerkt Business, Bedrijfskunde, bewezen domeinen, Engels, Engelse toelatingseisen: Business, 'domeinen' (die primaire noemen): (bijv. Ondernemerschap, Informatiesystemen, Bedrijfskunde); ICT; (d.w.z. Logistiek); (die secundaire noemen). Bedrijfskunde/Economie Analytics niet-marketeers; bachelordiploma. vervolgmasteropleiding (Nederlands: doorstroommaster), vaardig Engels (begrip, spreken) C1-niveau. testresultaat. vrijgesteld. Engelse taalvaardigheid: Engels gestandaardiseerd Engels vereist. Engels varieert meestal. Engelse testscorerapporten, basisbegrip Engels succes. academisch; studiemateriaal masterproject socialiseren digital-driven datavertaler. ruwe technologieÃ«n fintech. basiscursussen Emerging Business, Statistics, AI Methods Ethics. Fintech masterproject:"
cybersecurity,Hogeschool van Amsterdam,AD,Amsterdam,Nederlands,2 jaar,"beveiligt cyberaanval? computersystemen kwetsbaarheden vinden? mbo4-, Ad â€“vaardigheden cybersecurityprofessional. (veiligheid Python boosteractiviteiten. Threat Intelligence, Monitoring Ethical Hacking. (blok 7) Ã©Ã©n themaâ€™s, HBO-ICT"
smart media production,Hogeschool van Amsterdam,AD,Amsterdam,Nederlands,2 jaar,"aanbiedingen sportmerk, event vakantiebestemming. trailers verleiden vaker, specifieker, gepersonaliseerde content. (SMP) Ad mbo'ers, vwoâ€™ers toelatingsmogelijkheden. mei ingeschreven HvA, opgelopen? vÃ³Ã³r mbo-diploma? afrondingsadvies Ad gepersonaliseerde verspreiden Ã©n vermarkten technologieÃ«n. technologieÃ«n (*In Ad coderen programmeren). Conversational Campagnes AI Growth Hacking. beroepstaken, geformuleerd leerresultaat. Hub. 5e muzieklabel 6e event keuzeruimte. stagelopen, bachelor. Ad-opleiding Ad doorstroomblok"
software development,Hogeschool van Amsterdam,AD,Amsterdam,Nederlands,2 jaar,"software- hbo-opleiding? HBO-ICT. mbo4-, Ad website, webapplicatie docententeam. Javascript/Typescript, HTML, CSS Databases. SCRUM, effectievere flexibelere SCRUM applicaties. ronden tentamens. (blok 7) HBO-ICT. hbo-ict Ad-opleiding HvA-opleiding HBO-ICT Ad HBO-ICT."
frontend design & development,Hogeschool van Amsterdam,AD,Amsterdam,Nederlands,2 jaar,"Nederlandstalige Frontend (FDND) Ad Frontend Ad Frontend (FDND) code: webdesign, frontend development. responsive test. informatiearchitectuur, Ã©n HTML, CSS JavaScript. opslaat bouwt. server coderen netwerkverbinding wegvalt. workflow, tooling frameworks, (Ad) HvA. complexe, Ad FDND Communication (CMD)."
biologie en medisch laboratoriumonderzoek,Avans Hogeschool,B,Breda,Nederlands,4 jaar,"(BML) DNA. kritisch. bewijsmateriaal verborgen achtergrond. onderzoeksresultaten. BML-opleiding BML lesweken. samenhangend behandeld. beroepenveld opleveren, oncologie, infectieziekten biotechnologie. duo's histologie biochemie. BML-opleiding samenstellen. lopende vrijekeuzemodules Avans BML-studie feite geheel, ware masterstudies. Forensic Amsterdam. Wetenschappen, Infection Immunity Molecular Medicine European Forensic Educational Network postgraduate certificate Forensic Crime"
bouwkunde,Avans Hogeschool,B,"Den Bosch, Tilburg",Nederlands,4 jaar,"toekomstbestendig energieverbruik, dichte bebouwing gebouwontwerpen herbestemmen bouwmethodieken biobased sloop, demontage hergebruik ontwikkelaars, ontwerpers, adviseurs, uitvoerende eindgebruikers. materiaalgebruik. architectonisch-, bouwtechnisch- theorielessen. Engels aansluiten. ontwerp? stagekeuze, (hoort afstuderen), project? lopen? meekijkt bekwaamheid). onderzoek- begeleidt. Eindhoven. Academie Bouwkunst. architect. post-hbo-opleiding. constructeursopleiding."
bouwtechnische bedrijfskunde,Avans Hogeschool,B,Tilburg,Nederlands,4 jaar,"Bouwtechnische Tilburg klei vooruit. onderzoekend. Afwachten positief. verantwoordelijkheidsgevoel budgetten Bouwtechnische motto 'Met klei'. eentje, keren Naarmate circulariteit. wisselt groepswerk. beroepsspecifieke Avans Bouwtechnische Bouwtechnische"
chemie,Avans Hogeschool,B,"Breda, Den Bosch",Nederlands,4 jaar,"onderzoekend, moleculen. meten. voedingsmiddelen vindingrijk, secuur. Herken uitgerust Breda uitgebreidere polymeerontwikkeling Den Bosch bio-analytische Breda Molecular Innovations, Forensic Chemistry Chemistry Health. Den Bosch Food Pharma, Forensic Chemistry Bioanalytical Chemistry. zelfstandiger. vrijekeuzeruimte. invullen bepaalt. interessegebied. atelier, chemiestudies, Drug Discovery RU Nijmegen Utrecht. Forensic Amsterdam. TU Eindhoven, Maastricht."
chemische technologie,Avans Hogeschool,B,Breda,Nederlands,4 jaar,"industriële grootschalige oplossingsgericht procesindustrie. Herken warmte- stofoverdracht grootschalige scheidingsprocessen. uitgebreidere rekenmodellen ESSET (Milieukunde), oriënterende bedrijfsstage (Procesautomatisering Watertechnologie) overeen Chemical Eindhoven University Biotechnology Wageningen University Research."
civiele techniek,Avans Hogeschool,B,"Den Bosch, Tilburg",Nederlands,4 jaar,"stations, bewondering schuilt achter. detail geheel. schuilt. 'de omgeving', 'een ontwerp', 'een uitvoeringsplan' 'klimaatadaptatie'. vrijekeuzemodules uitgestippelde altijd. stakeholdermanagement. voetgangersbrug veerkrachtige materiaal- Bouwtechnische bereikbaarheidsprobleem, bouwproces: werktuigbouwkundestudenten beweegbare milieukundestudenten weg. TU Eindhoven. TU Delft Watermanagement. TU Twente Civil constructeursopleiding. universitair brancheverenigingen."
communication and multimedia design,Avans Hogeschool,B,"Breda, Den Bosch",Nederlands,4 jaar,"Communication (CMD) hbo-ontwerpopleiding samenkomen. duizendpoot fascinatie mediavormgeving. techneut CMD detail, sterk. Communication hetzelfde: vakinhoud, practice kletsen? studententelefoon: 06-84810992. Annelie studententelefoon. álles Communication Breda. multimedia-opleiding Storytelling. CMD-studie 52 thematisch gevolgd. CMD-studie video, web, mobiel, game, animatie geluid. multimedia-opleiding eindpresentatie. lesblokken bekwaamheid. CMD-opleiding. exposeer Bedrijfscommunicatie Tilburg University. Communication: networked Piet Zwart Rotterdam. Communications Critical Practice LCC Londen. Communication Twente. CMD Genk België. Erasmus Rotterdam."
elektrotechniek,Avans Hogeschool,B,"Breda, Den Bosch",Nederlands,4 jaar,"productierobots smartwatch zonnepanelen. hieraan bijdraagt. superbatterijen vliegtuigen. productierobots Things (IoT) verkrijgt efficiënter theorielessen, opdoen. -natuurkunde, datacommunicatie, besturingen, -natuurkunde, datacommunicatie, energiemanagement, AC- DC-netwerken aandrijf- Energy Industrial Automation. Avans Eindhoven. carrière."
informatica,Avans Hogeschool,B,"Breda, Den Bosch",Nederlands,4 jaar,"ICT-advies AI IT-oplossingen. IT-opleiding abstract structureren, redeneren. ICT'ers alleen. Herken Breda Security, professionals, Cycle. oriënteert toepassingsmogelijkheden ICT-vakgebied. beveiligde AI-systeem, overstappen. webapplicaties, AI Avans. specialisatierichtingen lijkt. Avans. beroepsprofessional. startbekwame ICT-professional profilering uitstroomprofiel. hbo-instelling Avans Keteninformatisering, Strategic Information ERP Topprogramma Eindhoven Tilburg University."
mechatronica,Avans Hogeschool,B,Breda,Nederlands,4 jaar,productiemachines nóg intelligentere themablokken beroepsgerichte verband vervolg. toekomstbeeld. collegejaar delen. on-the-job industriële automatisering/robotisering productdesign. collegejaar delen. Avans veerkrachtige wendbare hbo-instelling
mens en techniek,Avans Hogeschool,B,Breda,Nederlands,4 jaar,"Gezondheidstechnologie VR, videoconsults, gamification vaardig, bruist ideeën. Herken hierin, Gezondheidstechnologie Gezondheidszorgtechnologie gezondheidstechnoloog projectgroepen, Gezondheidstechnologie introweek projectgroep. praktijkvraagstuk. gamification, veranderkunde, wearables. zorgoplossing draait, patiënten. zorgorganisaties. zorgorganisaties patiëntbehoefte uitvragen. gezondheidstechnoloog. 'Innoveren welzijn'. onderbouwde onderzoeksaanpak, stageproject carrière gezondheidszorgtechnoloog. Gezondheidstechnologie hbo-masters, Avans. Health pre-masters Health Gezondheidswetenschappen. AI, Zorgmanagement Healthcare Policy, Innovation"
ruimtelijke ontwikkeling,Avans Hogeschool,B,Tilburg,Nederlands,4 jaar,"zakelijk. financiële beseft sociaal-maatschappelijke bouwkundige, investeerder Herken Veerkrachtige persoon? vervullen later? regisseren kennismakingsmodule Bouwtechnische Bedrijfskunde, (blokken) Gebiedsontwikkeling, Vastgoedbeheer Vastgoed (bouwgerelateerde) Veerkrachtige Gebiedsbeheer. gemeente, vastgoedbedrijf, (stedenbouwkundig) ontwerpbureau, woningbouwcorporatie. vastgoedbeheer gebiedsontwikkeling, Avans, Bekwaamheid. Estate ASRE Amsterdam, Radboud Nijmegen, Rijks Groningen, TIAS Tilburg. Architecture, Building Planning. post-hbo Neprom. Nederlandse Vereniging Projectontwikkeling Maatschappijen."
technische bedrijfskunde,Avans Hogeschool,B,"Den Bosch, Tilburg",Nederlands,4 jaar,"dé procesverbeteraar sociaal, geïnteresseerd vindingrijk: puzzelaar. leuk. ideeën bang Herken kenmerken? 'Running Changing Business'. klussen doorvoeren verandering? bedrijfsexcursies. vaktentamens. concurrentie. datagedrevenheid. verbeterproject. gegevens, studieloopbaan innoveer digitaliseren. inkijk productiebedrijven. inspeelt. keteninnovatie studieloopbaan. vrijkeuzemodule. Avans ingewikkeld hierover. TU/e, Tilburg, Nijmegen Erasmus Resource faculteit Wetenschappen."
technische informatica,Avans Hogeschool,B,"Breda, Den Bosch",Nederlands,4 jaar,"productierobots. interesseert gestructureerd. Herken kenmerken? systeemontwikkeling. hard- 'proftaken' beroepsvaardigheden. IT-vraagstuk oriënteert PDA's, iPods televisie. nabootsen toepassingen, PDA's, iPods televisie. 3D-applicaties Things, aangestuurd. Reality, visualisaties realiteit ICT. differentiatie. Things Avans Eindhoven. carrière. HBO-TOP"
werktuigbouwkunde,Avans Hogeschool,B,"Breda, Den Bosch",Nederlands,4 jaar,"buig herkent. kleinschaligheid leerweg. energie-, introweek, produceert oriënterende bereken hijsinrichting, theoriekennis designproces binnen– stageopdracht. aanbevelingen doorvoert. differentiatie. constructie-, bedenkt, gereedschappen (pre-master). TU Eindhoven keuzemoduleperiode masterclass. Zuidoost-Brabant. topopleiding"
built environment,Avans Hogeschool,AD,Den Bosch,Nederlands,2 jaar,"Ad betrokken. samenhangen. posities dragen. Ad gevarieerd. vorm. specialisatie/keuzemodule kloppen. eveneens wijkontwerp. coachende onderwijs: gevoed Revit sterkteleer. karakter, maatwerkprogramma. bachelor-diploma Utrecht jaar), Avans (2,5 Avans (2,5 jaar)."
engineering,Avans Hogeschool,AD,Den Bosch,Nederlands,2 jaar,"overkoepelend beleid. methodische (her)ontwerp overzichtelijk, beleidsmatige bachelorstudent verbindende factor. herontwerpen ontmantelen hergebruiken versnelling overkoepelende Ad’ers flexibel, toeleveranciers. Ad Ad-opleiding energiebranche consument. ‘engineering joy forever’. overzichtelijke, oriënterend Hieraan gekoppeld. divers, werktuigbouwkundig, competenties. Themaproject: Sociaal-maatschappelijke productinnovatie. (Materiaalkunde /productietechniek CAD 2D/3D). Electric circuits – Themaproject: (besturingstechniek, tekenen). Statica. Themaproject: (programmeren CAM Machineonderdelen). Engels luisteren. Themaproject: zorginnovatie. Meettechniek. Sterkteleer. Engels uitstroomrichtingen: vaktechniek Engels Constructieleer. Engels 8. maatwerkprogramma."
informatica,Avans Hogeschool,AD,Den Bosch,Nederlands,2 jaar,"softwaresystemen pcâ€™s georiÃ«nteerde omgevingen, Things datasecurity ontwikkelmethodieken progammeertechnieken software-ontwikkelteam. werkervaring. Avans Academie degrees studiekeuzescheck inplannen Lees toets. Aob Compaz. hoofdlijnen programmeeropdracht) ronden komt, toegelicht, herhaald beoefend tentamenweek 9 agile-scrum borgen. 4x Databasedriven Java-applicatie beperkte OOP-vorm, Buurtactiviteit. Databasedriven Java-applicatie OOP-vorm, Databasedriven Android-applicatie OOP-vorm, Innovatie. Encrypted databasedriven mobile/web-applicatie OOP-vorm. Scrum Interfaces, Android, Arduino encryptie. 6: Databasedriven softwareapplicatie OOP-vorm, Scrum landbouw, klimaatbeheersing softwareproject things technologieÃ«n sensor verzameld, opslaat, Nederland software-ontwikkelproject Nederland deelproducten voorbijkwamen ICT-werkomgeving. werkstage software-ontwikkelproces uitgevoerde verantwoorden, reflecteren. Avans doorstroommogelijkheden: Voltijd; Avans Breda/Den Bosch jaar); HZ University Middelburg jaar); Deeltijd; Avans Breda/Den Bosch jaar)."
mechatronica,Avans Hogeschool,AD,Breda,Nederlands,2 jaar,"mbo-plusser stap. Ad productiemachines. verbindt besturingstechniek, software-ontwerp, systeemdynamica control. Ã©n werkpraktijk aantonen, versnellen. bestuderen, best. begeleiders hbo-niveau; bedrijfsgegevens, vakliteratuur inzien, discussiÃ«ren vak; zoeken. Ad opgedaan, valideren. Validering erkennen hiernaar contactpersoon AOB Compaz. Let academiebureau.deeltijd@avans.nl. Ad Avans zich. functioneert. werkervaringen verwerkt. deeltijdopleidingen Avans inschrijft. transporteren mondiale energieconsumptie -productie issues eeuw IndustriÃ«le Automatisering; informatietechnologieÃ«n robots. krachtberekeningen. 3D- 2D-tekeningen. Regeltechniek; Modelvorming computersimulaties. Opwekking elektriciteitsvoorziening; opwekken belasten Productietechnologie; productietechnieken, machineonderdelen businesspartners; afdelingsmanager businessunit businesspartners, HRM/HRD, assetmanagement. Systeembesturingen mechatronicus teamverband, Avans Avans+ werkenden Ad postbachelor- masterniveau. maatwerk"
applied data science & artificial intelligence,Breda University of Applied Sciences,B,Breda,Engels,4 jaar,"AI Intelligence. carriÃ¨re Scientist, AI Consultant. AI-technologieÃ«n. behandelingen energienetwerken. Intelligence. gestuurd tijdlang vraag, dataspecialist, AI-programmeur projectmanager/consultant. verkrijgen methoden, advisering. project-gestuurd gesimuleerd DataLab dataprojecten, seminars DataLab omschreven AI Future Markets. Mathematics Statistics. Programming Python. gekozen: Scientist, Translator. DataLab. blokken, DataLab toepassingsgebied, Logistics, Environment, stagelopen. mogelijkheden: beoordeling), oplevert, bedrijfsplan ondernemerschap, partnerinstellingen."
tourism (joint degree),Breda University of Applied Sciences,B,Breda,Engels,4 jaar,"duizenden toeristen maandelijks Machu Picchu Peru beklimmen. welvaart belastend bevolking. Breda Wageningen University Research. BSc Tourism Nederland economische, omgevingswetenschappen. globalisering welzijn. Tourism Wageningen University Breda University Sciences. Wageningen University. internationale, community. mede-studenten vraagstukkenmet natuurgebied Biesbosch. toegaat. naarmate vordert. onderwijsbegeleiding afneemt. studiegids toetsing. fenomeen webinars Tourism Principles Practice onlosmakelijk Tourism theorieÃ«n biodiversiteit, land- watergebruik, Sociology Tourism beÃ¯nvloeden, ontrafelen cultuur, familie, religie, onderzoeksvakken. Fundamentals degelijk opstellen. bestemmingsmanagement, cross-culturele studies. wetenschapsfilosofie uitgevoerd. Wageningen ontwikkelingsvraagstukken, milieuwetenschappen. Nederland bestaanszekerheid,"
built environment,Breda University of Applied Sciences,B,Breda,Nederlands,4 jaar,"leefbaarheid steden, dorpen (her)ontwikkelen, mobiliteitsoplossingen creÃ«ren Environment. divers hands-on. studiegenoten, gastcolleges, (project) modules/cases. voortdurend, coach, community. (genaamd LAB) beheert, vervoerskeuzes (kennis)basis opgave. inleiding inspirerende Hoewel Nederlandstalig nadrukkelijk Ã©Ã©n Engels gebruikte Engelstalig Ã©Ã©n Ordening. tab Specialisaties. bezoekt, steden. completer eyeopener! inâ€¯een Transities Architectuur. excursie. overheidsinstelling, afdeling Innovation (RBI). creÃ«ren (stedelijke) vakgebied:"
creative media and game technologies,Breda University of Applied Sciences,B,Breda,Engels,4 jaar,"Technologies carriÃ¨re triple-A ideeÃ«n game-opleiding wereldwijd. creÃ«ren films. studierichtingen: Programming, Arts, Film Effects. indrukwekkend Guerrilla, Ubisoft Ghost VFX. game-opleiding game-industrie. game-technologie gameplay 3D arts, animatie, audio, simulatiestudio vÃ³Ã³r afstudeerrichting, ontwikkelwensen. â€˜general developerâ€™ character artist, graphics programmer designer."
logistics engineering,Breda University of Applied Sciences,B,Breda,"Nederlands, Engels",4 jaar,"autoâ€™s? AI levering bezoekersstromen vliegvelden evenementen? bij. data-toepassingen moment, Nederland studiemethoden: workshops: groepsprojecten teamgenoten, leidinggeeft Gaming: besluitvormingsvaardigheden excursies: bezoeken Engels, Excel. Engels, Excel Engels: Engels Engels eindexamen, Engels. Engels goed? zorgen, Engelse Excel: getallen. handig. lastig? Excel handige databestanden geldt: vond school? stapsgewijs ontstaat softwaresystemen. onderwerpen: optimaliseren: chains beheert. chains verbeteren: simulatiesoftware Decathlon herontwerpen bedrijven: logistiek: Productielogistiek. Distributielogistiek. Warehousing. Zorglogistiek. Evenementenlogistiek. bedrijfsmentor ondersteuning. BUas zorg-, evenementenlogistiek. operaties optimaliseert, afstudeerjaar. Nederland Defensie: materieel gevaarlijke Bol.com magazijnen: bestellingen verwerkt. Evenementenlogistiek Pinkpop: entreeproces (aankomst, ticketscan fouillering) Pinkpop afstudeerscriptie bedrijfsbegeleider. hogeschoolbegeleider voortgang."
game technology,Breda University of Applied Sciences,M,Breda,Engels,1 jaar,"game-industrie, art, technology? (digital) onderzoeksideeÃ«n samenvat. 'game master' voorbeeldmodel game-ontwikkeling, IT, programming, art, animation, production. onderzoeksproject; (ontwikkelings)vaardigheden vereiste. onderzoeksgebied. denkbaar game-ontwikkeling klaar! onderzoekspraktijken gamestudioâ€™s ingaat. bacheloropleidingen, deelt bachelorstudenten. bijkomstigheid enthousiaste deelnemers"
hbo-ict,Christelijke Hogeschool Ede,B,Ede,Nederlands,4 jaar,"designen voorraden houden? komen? ICT-opleiding Nederland! Ã©n ander. klantcontact; streamt, vakantie boekt bankzaken regelt. ICT-professionals groeit. CHE gebruiksvriendelijkheid, daadkrachtig IT-oplossingen HBO-ICT vwo, Nederlandstalige vwo, mbo4, universiteit)? Nt2 (programma B2) CNaVT (programma B2 C1). Nederlandse nationaliteit Nederlandstalige uitstroomprofiel ICT, applicatieontwikkelaar, UX-designer ICT-consultant."
informatica,Fontys,B,Venlo,"Nederlands, Engels, Duits",4 jaar,"doorzetter? Venlo ICT-oplossingen. ICT'er. studieloopbaanbegeleider. hbo-opleiding.; EÃ©n Fontys toelatingstoets.; Fontys-opleiding, Fontys-opleiding Fontys-opleiding 21+.; Nederlandse Nederlandse les; Informatics, basis, Engineeringâ€¯ computertoepassingen, beheer. functionaliteiten herbruikbaar puzzel zich, toepassingsdomeinen. Informatics Informatics IT ingezet voorziet sturen. managers, organisatie- domeindeskundigen IT-oplossingen anderzijds. probleemloos gesprekspartner grondige informatiekunde. Google Facebook verzamelt. organisatieniveaus, strategisch. concurrenten. robotisering. auto), (on)wenselijkheden vergaande softwaresystemen, afhankelijker kwetsbaarder inbraakpogingen actueler. tijdelijk gesloten ransomware hackers. vroeg stadium Nederlandse bank hacken (ethical hacking), proberen kwaadwillenden beveiliging. software! koffiezetapparaat, wasmachine, verlichting autoâ€™s. verwerkt, verdiepingsvakken Concurrent Warehouses; Algorithms Structures; Information Systems; Programming C/C++. Informatics, DÃ© Venlo georiÃ«nteerd Fontys Factory. groepsvorm projectmanager, Scrum Nederland, (The Things). verstand toepassingsgebieden. ICT.; praktijk.; (Bedrijfs-) projecten.; Vaardigheden: doelgroepen.; gemeenschappelijke grondig informaticus keuzemogelijkheden"
technische natuurkunde,Fontys,B,Eindhoven,Nederlands,4 jaar,"rÃ¶ntgenapparatuur. Ã©n geluidsveiligheid. toelatingseisen; maat; kwantummechanische bouwt, groei. onderzoekscyclus wiskunde- natuurkundevakken. opdeed onderzoekscyclus hanteren. 'golven geluid', 'slimme materialen', 'meten dataverwerking' 'transportfysica'. bedrijfswereld onderzoeksinstituut, match doelen. fotonica, vastestoffysica interesseren. free Fontys nogmaals natuurkundige; (meet)techniek betreedt onderzoeker; lectoraat; gebalanceerde Fontys, TU/e Utrecht. Overweeg Astrophysics, Climate Theoretical Physics."
applied science,Fontys,B,Eindhoven,Nederlands,4 jaar,"ideeÃ«n baanbrekend toelatingseisen; Wissel chemicaliÃ«n micro-organismen. Ã©Ã©n eerstejaars waterstofproductie, DNA-onderzoek, recycling, SOA expertmodule Biomedical Fontys onderwijsinstelling. basis; carriÃ¨re beleidsmaker consultant; lectoraat;"
