study_programme_name,hogeschool,study_programme_type,study_programme_location,study_programme_language,study_programme_length,text
elektrotechniek,Fontys,B,Eindhoven,"Nederlands, Engels",4 jaar,ontwerpteam sport Fontys-opleiding Fontys-opleiding Fontys-opleiding printplaten EXPO-projecten afstudeerder Bedrijfsopdrachten
werktuigbouwkunde,Fontys,B,"Eindhoven, Venlo","Nederlands, Engels",4 jaar,veiliger WIS WIS Opfriscursus Opfriscursus Niet-verwante Fontys-opleiding engineeringminors constructieprincipes stijfheid wrijving procestechniek warmtewisselaars businessplan afstudeerjaar milieu-industrie techneuten professionaliseringsvakken
toegepaste wiskunde,Fontys,B,Eindhoven,"Nederlands, Engels",4 jaar,teamspeler WIS WIS Opfriscursus twijfel Fontys-opleiding Fontys-opleiding kansrekening signalen communiceren beroepsethiek afstudeerpresentatie MATLAB kansrekening
hbo-ict,Fontys,B,"Eindhoven, Tilburg",Nederlands,4 jaar,ChatGPT gegevensbescherming studieomgeving ICT-vakgebied onderzoeksprojecten afstudeerportfolio coding ChatGPT dataprotectie masterdiploma
industrieel product ontwerpen,Fontys,B,Venlo,Nederlands,4 jaar,wiA wiB wiA wiB Fontys-opleiding Fontys-opleiding Fontys-opleiding laser tekortkomingen kleurenleer
logistics engineering,Fontys,B,Venlo,"Nederlands, Engels",4 jaar,semestersysteem baankansen wiA wiB wiA wiB Fontys-opleiding Fontys-opleiding ontwerpkant goederenstroom leverancier logisticus beroepshouding relaties sterktes distribution warehousing
mechatronica,Fontys,B,"Eindhoven, Venlo",Nederlands,4 jaar,werkgelegenheid zorgsector agrosector revolutie studietijd vakdeskundigheid WIS WIS Bijscholing Opfriscursus Fontys-opleiding automation Brainport samenstellingen denker productierobot robotarm
mens en techniek,Fontys,B,Eindhoven,Nederlands,4 jaar,bewegingsbeperking ongeluk vergroeiing ortheses braces bandages biomechanica Techniek-opleiding natuurprofielen natuurprofielen Fontys-opleiding opleidingstraject Bewegingstechnologie scannen hulpmiddel hulpmiddel beroepsvraagstuk buitenlandstage tintje zorgprofessional zorgvernieuwing protheses designtechnieken cliënten mobiliteitshulpmiddelen cliënten TUDelft Rijksuniversiteit
technische bedrijfskunde,Fontys,B,"Eindhoven, Tilburg",Nederlands,4 jaar,profilering
digital technology engineering,Fontys,M,Eindhoven,Engels,2 jaar,productintegratie bedrijfsontwikkeling taalkwalificatie minimum element minimumscores EU-studenten testrapport ontvangst aanmeldingsformulier onderwijsaanbod Understanding perspectives choices Collecting analyzing Communicating sensors Visualizing systeemengineering stadia technologieoplossing
applied it,Fontys,M,Eindhoven,Engels,1 jaar,beheersing IT-vaardigheden incorporating documenting allowing into interest regularly aspiraties
system design,Fontys,M,Eindhoven,Engels,2 jaar,interfaces ambitieus raakvlakken ontwerpprincipes taalkwalificatie score evolving societal global changes others utilizing developing companies safe Ontwerpprincipes voorspelbaarheid reproduceerbaarheid nauwkeurigheid snelheid simulatieresultaten meetsysteem sensorgegevens nauwkeurigheid meetgegevens Innovatietechniek innovatieperceptie patentontwikkeling systeemontwerper businessplan projectcommunicatie professionaliseringsvaardigheden innovatieontwikkeling essentie mensenkennis toezicht systeemarchitectuur systeemengineering
ad-ict,Fontys,AD,"Eindhoven, Tilburg",Nederlands,2 jaar,ICT-opleiding ICT-functie ICT-vakgebied studieomgeving ICT-vakgebied
technische bedrijfskunde,Fontys,AD,Eindhoven,Nederlands,2 jaar,verbind praktijkdopdrachten Verkennen bedrijfsomgeving personeelsmanagement kijk
engineering,Fontys,AD,Eindhoven,Nederlands,2 jaar,Fontys-opleiding handicap werphengel werkelijkheid herstel meeloopstage behoeftes teamleden
elektrotechniek,Fontys,AD,Eindhoven,Nederlands,2 jaar,promotie Fontys-opleiding doorstromen communicatielessen engineerings
werktuigbouwkunde,Fontys,AD,Eindhoven,Nederlands,2 jaar,promotie Brainport Fontys-opleiding vakdocenten engineerings
applied data science & artificial intelligence,De Haagse Hogeschool,B,"Den Haag, Zoetermeer",Nederlands,4 jaar,ChatGPT berichten winkeldiefstal datascientist bestudeer artikelen showtime pallet speler topclub schending burgers visualisatie zelfstandiger onderwijstijd DataLab glastuinbouw minorprogramma overstap
bouwkunde,De Haagse Hogeschool,B,Den Haag,Nederlands,4 jaar,Klimaateffecten aardgas huizen puzzeltje havengebied bouwplaatsen fabrikanten fabrikant lesvormen EP-berekeningen computertekenen parkeerruimte indeling tuin zon instructiefilms ervaart variatie constructiesystemen wijkrenovaties discotheek tanden aannemers flexibiliteit woningvoorraad farming panden MSc-titel Academie
chemische technologie,De Haagse Hogeschool,B,Den Haag,Engels,4 jaar,loep milieuvriendelijker waterzuiveringsinstallatie kaasfabriek uitwisselingsstage enzymen broodproductie nanodeeltjes biogas kaas chemielessen communicatieskills rapporten voedingsproducten inuline groenten ontwikkelingssamenwerking veiligheidsanalyse babyvoeding farmaceuten gelegenheid voorkeursgebied cholesterolverlagers verdediging Chemical
civiele techniek,De Haagse Hogeschool,B,Den Haag,Nederlands,4 jaar,mouwen grondwerk dijk grondwerk proefopstellingen verkeerskruispunt funderingen staalconstructies wegligging project/vraagstuk beroepsrol calculator modelleur overheidsinstantie
communication and multimedia design,De Haagse Hogeschool,B,Den Haag,Nederlands,4 jaar,N&G N&T N&G theater gebruikservaring user kennisverdieping gebruikersvriendelijkheid designers inclusiviteit rade afstudeergroep linking consument/user
elektrotechniek,De Haagse Hogeschool,B,Delft,Nederlands,4 jaar,gastles datanetwerken klassen bevatten magnetisme autootjes artikelen energievraagstuk plukrobot spin-offs buitenlandstage keuzeprojecten energiebedrijf elektronicaontwikkeling hightechindustrie
hbo-ict,De Haagse Hogeschool,B,"Den Haag, Delft, Zoetermeer",Nederlands,4 jaar,bedrijfsadviseur changing differentiaties basissemester voorstander administrator
industrieel product ontwerpen,De Haagse Hogeschool,B,Den Haag,Nederlands,4 jaar,vindingrijkheid spullen modelbouw N&G N&G specialistenopleiding werkruimte tekenruimte 3D-printers gereedschappen modelletjes metaal rollator keuzethema ontwerpgroep aandachtspunten consument handigheid gereedschap meubels speelgoed uitpakervaringen koffiecups brainstormsessies computeranimaties stagiairs bedrijfsproject verpakking ontwerptraject overtuiging productontwerpen
mechatronica,De Haagse Hogeschool,B,Delft,Nederlands,4 jaar,parkeersysteem tuinbouw revalidatieprocessen vlakken productieautomatisering e-mails ophaalbrug tilhulp last projectbeoordelingen mechatronicastudenten tevredenheid studentenleven
mens en techniek,De Haagse Hogeschool,B,Den Haag,Nederlands,4 jaar,samenspel vernuft biostatica zwembeweging zélf laptop safe readers kinderspeeltoestellen senioren vrouw coördinatiespel anatomie fysiologie houtbewerking getal feeling Sophia Revalidatie Regisseur regisseur kernvakken beweeglaboratorium handgreep tennisracket uitleggen studentenleven
ruimtelijke ontwikkeling,De Haagse Hogeschool,B,Den Haag,Nederlands,4 jaar,herontwerp N&G N&G klimaatactie doeners bereik tool inschatten gas verblijf ontwikkelaar wijkrenovatie puzzels aardwarmte aardwarmte scriptieprijs energietechnologie bachelors Milieu-maatschappijwetenschappen
technische bedrijfskunde,De Haagse Hogeschool,B,Delft,Nederlands,4 jaar,gedoe helikopterview verkoopcijfers individu engineering-opleidingen CDIO-cyclus fasering maatwerk-leidingsystemen scheepsvaart oplossingsadvies managementteam procesmanagement coachgesprekken aannemersbedrijf fietsersbrug lijst schaalmodel slagbomen schaalmodel budget implementatieplan aanbesteding win-winsituatie voldoening posterpresentatie ingenieursopleiding instantie procesgericht deskundigheid keten win-win voldoening initiatief eigenaar vestiging
technische natuurkunde,De Haagse Hogeschool,B,Delft,Nederlands,4 jaar,raket quantumcomputing deeltjes energiebesparing kwestie balletje computersimulatie wiskundekennis onderzoeksleerlijn optic sensing fibertechnologie hbo-ingenieur microchirurgie Overstappen TN-opleiding
toegepaste wiskunde,De Haagse Hogeschool,B,Delft,Nederlands,4 jaar,dienstregeling vliegtarieven versleuteling bankgegevens nut programmeerlessen instructie inslijten communicatievaardigheden wandeling verloop beslissingsanalyse doorstroming experimental modelling metaheuristieken reinforcement containers bètastad wiskundigen verzekeraar regel kassenbedrijf ministerie toekomstprognoses wiskundedocent bevoegdheid
werktuigbouwkunde,De Haagse Hogeschool,B,Delft,Nederlands,4 jaar,roereitje lift aandrijftechnieken verbindingsprincipes termen specialistenopleiding materiaalsoorten klassen materiaaltechnologie waterpomp presentatietechnieken schilderijen koeling luchtvochtigheid zon ramen berekening koekjes materiaaltechnologie stageadressen keuzemodulen testapparatuur boren olie inventarisatie honours vestiging desgewenst
technische bedrijfskunde,De Haagse Hogeschool,AD,Delft,Nederlands,2 jaar,stem zónder werkprocessen N&G N&T N&G doorlooptijden toestel verduurzaming vergrijzing duurzaamheidsvraagstuk Ketenanalyse Adviesvaardigheden arrangement voorraadbeheersing borgen marktverkenning Intervisie
bio-informatica,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,ziekteresistentie bio-informatica oorzaken computerprogramma sequencing Bio-informatica Bio-informatica ins eindverslag
technische bedrijfskunde,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,bedrijfskundigen informatie-infrastructuur manager verbeterplan Rijksuniversiteit
industrieel product ontwerpen,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,ontwerpvaardigheden productie-klaar zelfsturing ontwerpstudio's weekopdracht onderwijseenheid ouderejaars ontwerpervaring Rijksuniversiteit
biologie en medisch laboratoriumonderzoek,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,plastics gas donororganen erfelijkheid modelorganisme organisme Rijksuniversiteit Rijksuniversiteit
hbo-ict,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,softskills projectbasis beroepsrol
elektrotechniek,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,Volg voorbereidingsaanbod jaarbasis opleidingsrichting opleidingsrichting verlichten productspecificaties netwerkspecialist
creative media and game technologies,Hanzehogeschool Groningen,B,Groningen,Engels,4 jaar,Minister voltooiing Taalvereisten eis persoonlijkheidstest werkdagen ontvangst toelaatbaarheid twijfel aanvragers werkdagen MPT MPT-onderzoek mindset user gametechnologieën ontwikkelingsvaardigheden ontwerptheorieën mixed-media bordspel wayfinding mixed-media gebruikersinterfaces gameconcepten skillset sluitstuk sponsor prototypen
communication and multimedia design,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,horloge straatangst beleving lancering groepsproject Rijksuniversiteit
chemische technologie,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,fabrieken spullen fabrieken Bouwstenen fabrieksprocessen baankansen connecties reactor Kenniscentrum werksituaties simulatieprogramma Duurzame Chemical Rijksuniversiteit
chemie,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,longkanker chemici Bio-analyse Rijksuniversiteit
built environment,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,huizenbouw bruggenbouw principe beheerder basisbegrippen ingrepen talentcoach deeltijdopleidingen
werktuigbouwkunde,Hanzehogeschool Groningen,B,Groningen,"Nederlands, Engels",4 jaar,trainingen boek ondersteunt Rijksuniversiteit
european master in renewable energy,Hanzehogeschool Groningen,M,Groningen,Engels,1.5 jaar,energietechnologieën leergemeenschap Sollicitanten Science-graad Sollicitanten criteria sollicitanten testcentrum sollicitanten milieuvraagstukken consultancywerk beleidsadvies energietechnologieën reputatie Paris onderzoekscentrum thesis kernprofessor professor professor projectaanbieder kernuniversiteit
sociaal-ruimtelijk transitiemanagement,Hanzehogeschool Groningen,M,Groningen,Nederlands,2 jaar,bachelor/master 0-meting zelfbeoordeling 7-punt toelichting presteren transities inspireren transitieteam
smart systems engineering,Hanzehogeschool Groningen,M,Groningen,Engels,1.5 jaar,punt gegevensgeneratie reactie opleidingsprogramma levens systeemintelligentie TechHub systeemintelligentie Inleiding data-applicaties signaalverwerking onderzoeksinstituten WE-faciliteiten handrevalidatie comfortabel draagbaar activiteit zonneautosysteem rijcapaciteit
master digitale technologie,Hanzehogeschool Groningen,M,Groningen,Nederlands,1.5 jaar,voet kennismakingsgesprek geschiktheid aspirant-student leider uitdiepen losstaand competentie-ontwikkeling reflecties competentie CoL- portfoliobeoordeling
data science for life sciences,Hanzehogeschool Groningen,M,Groningen,Engels,2 jaar,programmeertechnieken kloof gegevensopslag Imaging TOEFL-score verklaring stempel handtekening overleggen toelatingstest agentschap learning-applicaties dataverwerkingstechnologieën
energy for society,Hanzehogeschool Groningen,M,Groningen,Engels,1.5 jaar,overstap regionaal leergemeenschap agent regionaal noodzaak politiek Politiek burgers
mechatronica in de smart industry,Hanzehogeschool Groningen,AD,Groningen,Nederlands,2 jaar,operationeel mbo-domeinen voorbereidingsaanbod toelatingstoetsen mechatronici hightechomgeving modeleren vaardigheid name Meten terugkoppeling demonstratie
projectleider techniek,Hanzehogeschool Groningen,AD,Groningen,Nederlands,2 jaar,doorstroomkeuzedelen projectleiderschap
systeemspecialist automotive,Hanzehogeschool Groningen,AD,Groningen,Nederlands,2 jaar,fabricage e lijst testbaarheid documentatie totstandkoming wijzigingen inschatting risico's projectdocumentatie procesgericht arbeidsorganisatie klantrelaties leerdoel nadelen waarden handelingen gedachten
communication and multimedia design,HAN University of Applied Sciences,B,Arnhem,Nederlands,4 jaar,portie Hbo/wo basisvooropleiding verplichting wording studiekoers overeenkomsten ervaringen beroepscompetenties doorstroom-minor pluist bedrijfscommunicatie communicatiestrategieën formats media-innovatie
technische bedrijfskunde,HAN University of Applied Sciences,B,Arnhem,Nederlands,4 jaar,Hbo/universiteit dóen inkopen ondernemersvak financiering aandeelhouders producent omzet Organisatieontwikkeling Organisatieontwikkeling deuren plat voorgangers afstudeeropdrachten stapje pre-masteropleiding
industrieel product ontwerpen,HAN University of Applied Sciences,B,Arnhem,Nederlands,4 jaar,kleuren millimeter creativiteitstraining bureaustoel steel kookplaten skelters vakantiehuis kroon Velings eiland afvalverwerkers papier tekentafel mastertraject
hbo-ict,HAN University of Applied Sciences,B,"Arnhem, Nijmegen",Nederlands,4 jaar,ICT-oplossingen E+M E+M portie bijeenkomst bijeenkomst Hbo/wo basisvooropleiding verplichting planningen ICT'er specialisatierichtingen rit ICT-oplossingen tafel tafel misdaadcijfers specialisatierichting kwestie beheerder communicatieafdeling evenementenbureau benen finishing ICT'er coole ICT'er Webtechnologieën Netwerkinfrastructuur diagnose accurater key
embedded systems engineering,HAN University of Applied Sciences,B,Arnhem,"Nederlands, Engels",4 jaar,EM-profiel opfriscursus Hbo/universiteit bediening Software-ontwerp softwareomgevingen teamprojecten voorbereidingsprogramma projectgenoten fitnessomgeving symposium geofencing help sensornetwerk branddetectie alumninetwerk betrouwbaarder
automotive,HAN University of Applied Sciences,B,Arnhem,Nederlands,4 jaar,runt Hbo/universiteit basisvorming energiebesparing Tuning minuten instructievideo's kennisopbouw expertisegebied Automotive-werkgevers Automotive-studenten topreputatie Volkswagen verreik expertisegebied studiebanken booming
elektrotechniek,HAN University of Applied Sciences,B,Arnhem,Nederlands,4 jaar,aandrijven keukenapparatuur lasertechniek zomercursus havo-niveau zij-instromers opfriscursus Hbo/universiteit hoogspanning microcontroller Opwekken signalen afstanden autofabrikant zonnecellen trolleybus Activating projectgenoten symposium Servo-regelingen onderzoekscentrum Alliander onderzoeksgroep TenneT Alliander alumninetwerk betrouwbaarder booming
civiele techniek,HAN University of Applied Sciences,B,Arnhem,Nederlands,4 jaar,E+M E+M Middenkaderfunctionaris Middenkaderfunctionaris Hbo/wo mbo-opleidingen Twijfel Wegenbouw stadium mbo-4-opleiding belangstelling beroepstaak
chemie,HAN University of Applied Sciences,B,Nijmegen,"Nederlands, Engels",4 jaar,eierdozen vuilnis ontdekkingen N&G college studieduurverkorting Hbo/wo studieloopbaanbegeleiders seniorslb.atbc@han.nl ingepland deficiënt overeenkomst papier herkansing compensatie restitutie examenkosten afspiegeling havoniveau uitzondering aansluitprogramma vwo-niveau certificaten staatsexamens niveauvragen Aantonen B2-niveau aspirant ingrediënten bodemmonsters kitten datatechnologie biobased innovations bio-nanotechnologie analysetechnieken
bouwkunde,HAN University of Applied Sciences,B,Arnhem,Nederlands,4 jaar,Hbo/wo Twijfel plattegrond herinrichting Bouwkunde-opleiding Co-Create maquettes montageplannen constructietekeningen menskracht Architectenregister
biologie en medisch laboratoriumonderzoek,HAN University of Applied Sciences,B,Nijmegen,Nederlands,4 jaar,tomaten N&G Koning college verkorting Middenkaderfunctionaris laboratoriumtechniek Hbo/wo toelatingsexamen eindcijferlijst vluchtelingstudenten meester microscopen petrischalen Plantenbiologie insulineproductie diabetes Plantenbiologie Plantenbiologie brandstof cel-mechanismen zaadontkieming plantengroei Plantenbiologie lichamen gen celdeling onderzoeksgebied immuunsysteem brein immuunsysteem ziekteverwekkers resistentie ontdek Bio-nanotechnologie kroon ontdekken plantenrassen plantenziektes oogst
bio-informatica,HAN University of Applied Sciences,B,Nijmegen,Nederlands,4 jaar,borstkankerbehandeling A achterstand toelatingsexamen VoorlichtingsCentrum Opfriscursus eindcijferlijst vluchteling-studenten afsluiter softwaregebied eiwit-aanwezigheids-rapport leeswerk stukken textmining hitseries Oud-student DNA-onderzoek moordzaak proteïnekennis datamining kenner bio-informaticagebied voorgangers taalkennis uitstapje Datamining dna-moleculen Doorstudeermogelijkheden HAN-masteropleiding bioinformatica kernvraag volksgezondheid complexiteiten besmet biologie-bacil vervolgstap deurtje
werktuigbouwkunde,HAN University of Applied Sciences,B,Arnhem,Nederlands,4 jaar,Hbo/universiteit machinebouw Last but machinebouw engineeringopleidingen leerteamcoach constructieproblemen toevlucht plat stormvloedkering windturbines
engineering systems,HAN University of Applied Sciences,M,Arnhem,Engels,1 jaar,Reliable Reliable
applied data science,HAN University of Applied Sciences,M,Arnhem,Engels,2 jaar,laptop vraagstelling vraagstelling waarde-creatie peers onderzoeks Onderzoeken peers
molecular life sciences,HAN University of Applied Sciences,M,Nijmegen,Nederlands,2 jaar,onderzoekservaring strategieën R&D-projectstrategie bedrijfsstrategie houw strategieën effectiviteit
civiele techniek projectvoorbereiding en -realisatie,HAN University of Applied Sciences,AD,Arnhem,Nederlands,2 jaar,wegenbouw E+M Projectvoorbereiding -realisatie hbo/wo Informeer Twijfel indicatie -realisatie afwegen projectvoorbereiding projectvoorbereiding contractmanagement infratechniek
constructeur werktuigbouwkunde,HAN University of Applied Sciences,AD,Arnhem,Nederlands,2 jaar,A vertaalslag
elektrotechniek/energietechniek,HAN University of Applied Sciences,AD,Arnhem,Nederlands,2 jaar,vermogenselektronica verlichtingsinstallaties EM-profiel Hbo/universiteit boost hoofdfasemodule besturingen
embedded systems engineering,HAN University of Applied Sciences,AD,Arnhem,Nederlands,2 jaar,EM-profiel Opfriscursus Hbo/universiteit hoofdfasemodules hoofdfasemodule
